,name,neg,neu,pos,compound
0,clean_article0,0.057,0.859,0.084,0.9762
1,clean_article1,0.074,0.869,0.058,-0.9709
2,clean_article10,0.046,0.879,0.075,0.9601
3,clean_article11,0.033,0.917,0.049,0.6978
4,clean_article12,0.013,0.879,0.108,0.9829
5,clean_article13,0.015,0.9,0.086,0.9789
6,clean_article14,0.057,0.882,0.062,-0.2057
7,clean_article15,0.058,0.888,0.054,-0.1706
8,clean_article16,0.122,0.765,0.113,-0.8591
9,clean_article2,0.03,0.88,0.09,0.9862
10,clean_article3,0.0,0.816,0.184,0.717
11,clean_article4,0.018,0.904,0.078,0.9231
12,clean_article5,0.0,0.968,0.032,0.1779
13,clean_article6,0.075,0.877,0.048,-0.8955
14,clean_article7,0.052,0.791,0.157,0.7845
15,clean_article8,0.0,0.968,0.032,0.1779
16,clean_article9,0.028,0.926,0.046,0.6445
