,name,neg,neu,pos,compound
0,clean_article0,0.05,0.854,0.096,0.9669
1,clean_article1,0.031,0.884,0.085,0.9268
2,clean_article10,0.065,0.844,0.091,0.7827
3,clean_article11,0.0,0.816,0.184,0.717
4,clean_article12,0.023,0.882,0.094,0.9896
5,clean_article13,0.03,0.882,0.087,0.9964
6,clean_article14,0.021,0.9,0.079,0.9887
7,clean_article15,0.029,0.883,0.088,0.9935
8,clean_article16,0.018,0.913,0.068,0.9032
9,clean_article17,0.0,0.968,0.032,0.1779
10,clean_article18,0.037,0.859,0.105,0.9795
11,clean_article19,0.044,0.83,0.126,0.9894
12,clean_article2,0.032,0.894,0.074,0.996
13,clean_article20,0.041,0.85,0.109,0.9934
14,clean_article21,0.035,0.921,0.043,0.2144
15,clean_article3,0.103,0.764,0.133,0.296
16,clean_article4,0.067,0.879,0.054,-0.7917
17,clean_article5,0.018,0.883,0.099,0.9633
18,clean_article6,0.033,0.868,0.099,0.9623
19,clean_article7,0.056,0.864,0.08,0.7469
20,clean_article8,0.0,0.816,0.184,0.717
21,clean_article9,0.056,0.833,0.11,0.6115
