,name,neg,neu,pos,compound
0,clean_article0,0.05,0.866,0.085,0.9636
1,clean_article1,0.0,0.968,0.032,0.1779
2,clean_article10,0.029,0.917,0.054,0.9894
3,clean_article11,0.037,0.776,0.187,0.9991
4,clean_article12,0.0,0.968,0.032,0.1779
5,clean_article13,0.034,0.837,0.129,0.9989
6,clean_article14,0.038,0.822,0.14,0.9989
7,clean_article15,0.022,0.811,0.167,0.9983
8,clean_article16,0.033,0.827,0.141,0.9995
9,clean_article17,0.009,0.982,0.009,-0.0129
10,clean_article18,0.093,0.813,0.094,-0.6468
11,clean_article19,0.04,0.83,0.13,0.6124
12,clean_article2,0.057,0.875,0.068,0.8658
13,clean_article20,0.015,0.884,0.101,0.9968
14,clean_article21,0.009,0.877,0.114,0.9937
15,clean_article22,0.055,0.885,0.06,0.7402
16,clean_article23,0.027,0.866,0.107,0.9966
17,clean_article24,0.0,0.641,0.359,0.8122
18,clean_article25,0.01,0.858,0.132,0.9756
19,clean_article26,0.075,0.828,0.097,0.9859
20,clean_article27,0.012,0.88,0.108,0.9715
21,clean_article28,0.055,0.869,0.076,0.7264
22,clean_article29,0.042,0.876,0.082,0.9723
23,clean_article3,0.011,0.912,0.077,0.9784
24,clean_article30,0.0,0.926,0.074,0.5994
25,clean_article31,0.079,0.86,0.061,-0.8016
26,clean_article32,0.073,0.908,0.019,-0.9442
27,clean_article33,0.049,0.897,0.054,0.2022
28,clean_article34,0.05,0.877,0.074,0.5842
29,clean_article35,0.029,0.84,0.131,0.9991
30,clean_article36,0.0,0.816,0.184,0.717
31,clean_article37,0.042,0.859,0.1,0.9928
32,clean_article38,0.056,0.791,0.153,0.9998
33,clean_article39,0.006,0.894,0.099,0.9635
34,clean_article4,0.0,0.816,0.184,0.717
35,clean_article40,0.0,0.816,0.184,0.717
36,clean_article41,0.062,0.793,0.145,0.9999
37,clean_article42,0.057,0.789,0.154,0.9973
38,clean_article43,0.055,0.865,0.08,0.7728
39,clean_article44,0.038,0.895,0.068,0.5158
40,clean_article45,0.061,0.854,0.085,0.3291
41,clean_article46,0.075,0.857,0.068,-0.1045
42,clean_article47,0.041,0.809,0.15,0.9993
43,clean_article48,0.035,0.89,0.075,0.8533
44,clean_article49,0.168,0.798,0.034,-0.9865
45,clean_article5,0.0,0.816,0.184,0.717
46,clean_article50,0.051,0.828,0.121,0.9999
47,clean_article51,0.017,0.831,0.151,0.9337
48,clean_article52,0.007,0.818,0.175,0.9856
49,clean_article53,0.054,0.874,0.072,0.3156
50,clean_article54,0.075,0.828,0.097,0.9516
51,clean_article55,0.103,0.764,0.133,0.296
52,clean_article56,0.079,0.843,0.079,0.705
53,clean_article57,0.311,0.578,0.111,-0.6705
54,clean_article58,0.0,0.816,0.184,0.717
55,clean_article59,0.041,0.869,0.09,0.9829
56,clean_article6,0.0,0.816,0.184,0.717
57,clean_article60,0.076,0.858,0.066,-0.2462
58,clean_article61,0.109,0.828,0.063,-0.9667
59,clean_article62,0.032,0.857,0.111,0.9929
60,clean_article63,0.063,0.906,0.031,-0.7579
61,clean_article64,0.007,0.909,0.084,0.9814
62,clean_article65,0.071,0.898,0.031,-0.9612
63,clean_article66,0.077,0.833,0.09,0.6042
64,clean_article67,0.041,0.827,0.132,0.9887
65,clean_article68,0.057,0.823,0.12,0.9824
66,clean_article69,0.073,0.853,0.074,-0.081
67,clean_article7,0.0,0.888,0.112,0.9169
68,clean_article70,0.038,0.885,0.077,0.9349
69,clean_article71,0.006,0.879,0.114,0.9867
70,clean_article72,0.049,0.874,0.077,0.9291
71,clean_article73,0.0,0.0,0.0,0.0
72,clean_article74,0.063,0.835,0.103,0.9415
73,clean_article75,0.056,0.835,0.109,0.9601
74,clean_article76,0.01,0.929,0.06,0.985
75,clean_article77,0.015,0.898,0.087,0.996
76,clean_article8,0.036,0.882,0.082,0.9608
77,clean_article9,0.024,0.919,0.057,0.9131
