,name,neg,neu,pos,compound
0,clean_article0,0.0,0.816,0.184,0.717
1,clean_article1,0.023,0.885,0.091,0.9917
2,clean_article10,0.024,0.844,0.131,0.9982
3,clean_article11,0.026,0.895,0.079,0.9307
4,clean_article12,0.017,0.902,0.081,0.926
5,clean_article13,0.039,0.899,0.062,0.9515
6,clean_article14,0.037,0.899,0.064,0.8793
7,clean_article15,0.101,0.754,0.145,0.993
8,clean_article16,0.02,0.887,0.093,0.9768
9,clean_article17,0.015,0.774,0.211,0.9982
10,clean_article18,0.017,0.873,0.109,0.9944
11,clean_article2,0.027,0.905,0.068,0.9534
12,clean_article3,0.072,0.802,0.126,0.9972
13,clean_article4,0.036,0.908,0.057,0.4767
14,clean_article5,0.009,0.908,0.083,0.9509
15,clean_article6,0.0,0.816,0.184,0.717
16,clean_article7,0.034,0.886,0.08,0.9066
17,clean_article8,0.011,0.841,0.148,0.9856
18,clean_article9,0.004,0.852,0.145,0.9892
