,name,neg,neu,pos,compound
0,clean_article0,0.063,0.896,0.041,-0.4199
1,clean_article1,0.031,0.839,0.131,0.9807
2,clean_article10,0.038,0.785,0.177,0.9996
3,clean_article11,0.103,0.764,0.133,0.296
4,clean_article12,0.122,0.754,0.125,-0.2263
5,clean_article13,0.066,0.855,0.079,0.7615
6,clean_article14,0.045,0.916,0.039,-0.6908
7,clean_article15,0.0,0.816,0.184,0.717
8,clean_article16,0.063,0.87,0.067,0.0534
9,clean_article17,0.0,0.882,0.118,0.9538
10,clean_article18,0.042,0.886,0.072,0.3506
11,clean_article19,0.0,0.816,0.184,0.717
12,clean_article2,0.072,0.856,0.073,0.0821
13,clean_article20,0.037,0.894,0.069,0.9553
14,clean_article21,0.0,0.816,0.184,0.717
15,clean_article22,0.025,0.931,0.044,0.8047
16,clean_article23,0.103,0.764,0.133,0.296
17,clean_article24,0.116,0.735,0.149,0.1531
18,clean_article25,0.082,0.761,0.157,0.9428
19,clean_article26,0.0,0.816,0.184,0.717
20,clean_article27,0.0,0.816,0.184,0.717
21,clean_article28,0.0,0.816,0.184,0.717
22,clean_article29,0.022,0.883,0.095,0.9897
23,clean_article3,0.039,0.839,0.122,0.9765
24,clean_article30,0.011,0.863,0.126,0.9568
25,clean_article31,0.0,0.816,0.184,0.717
26,clean_article32,0.069,0.796,0.135,0.9716
27,clean_article33,0.009,0.901,0.09,0.9738
28,clean_article34,0.051,0.901,0.049,-0.6402
29,clean_article35,0.019,0.875,0.106,0.9973
30,clean_article36,0.054,0.852,0.094,0.9565
31,clean_article37,0.053,0.847,0.1,0.9408
32,clean_article38,0.0,0.816,0.184,0.717
33,clean_article39,0.03,0.848,0.122,0.9979
34,clean_article4,0.178,0.779,0.043,-0.7506
35,clean_article40,0.0,0.816,0.184,0.717
36,clean_article41,0.041,0.87,0.09,0.9941
37,clean_article42,0.092,0.851,0.057,-0.9447
38,clean_article43,0.055,0.945,0.0,-0.443
39,clean_article44,0.078,0.864,0.058,-0.9254
40,clean_article45,0.0,0.816,0.184,0.717
41,clean_article46,0.0,0.641,0.359,0.8122
42,clean_article47,0.045,0.904,0.05,0.1655
43,clean_article48,0.044,0.878,0.078,0.9081
44,clean_article49,0.03,0.903,0.067,0.9516
45,clean_article5,0.054,0.894,0.052,-0.1154
46,clean_article50,0.015,0.88,0.105,0.9893
47,clean_article51,0.0,0.816,0.184,0.717
48,clean_article52,0.041,0.882,0.078,0.9781
49,clean_article53,0.114,0.812,0.074,-0.8019
50,clean_article54,0.015,0.929,0.056,0.9382
51,clean_article55,0.006,0.947,0.047,0.9042
52,clean_article56,0.018,0.898,0.084,0.9825
53,clean_article57,0.059,0.854,0.087,0.9787
54,clean_article58,0.028,0.824,0.148,0.9993
55,clean_article59,0.0,0.816,0.184,0.717
56,clean_article6,0.027,0.896,0.078,0.9324
57,clean_article60,0.0,0.903,0.097,0.8807
58,clean_article61,0.068,0.839,0.093,0.993
59,clean_article62,0.029,0.893,0.078,0.8957
60,clean_article63,0.2,0.659,0.141,-0.3818
61,clean_article64,0.025,0.881,0.094,0.9973
62,clean_article65,0.029,0.925,0.046,0.6486
63,clean_article66,0.078,0.814,0.109,0.9966
64,clean_article67,0.048,0.884,0.068,0.8126
65,clean_article68,0.022,0.857,0.121,0.9633
66,clean_article69,0.036,0.868,0.096,0.9941
67,clean_article7,0.026,0.873,0.101,0.9766
68,clean_article70,0.006,0.894,0.1,0.9889
69,clean_article71,0.045,0.867,0.088,0.9417
70,clean_article72,0.025,0.928,0.047,0.7186
71,clean_article73,0.135,0.719,0.146,0.9766
72,clean_article74,0.049,0.884,0.066,0.6808
73,clean_article75,0.0,0.891,0.109,0.9912
74,clean_article76,0.005,0.907,0.088,0.9771
75,clean_article77,0.1,0.842,0.058,-0.9397
76,clean_article78,0.139,0.745,0.116,-0.8807
77,clean_article79,0.0,0.812,0.188,0.9509
78,clean_article8,0.011,0.914,0.075,0.9678
79,clean_article80,0.0,0.0,0.0,0.0
80,clean_article81,0.038,0.866,0.095,0.9538
81,clean_article82,0.036,0.864,0.099,0.9877
82,clean_article83,0.048,0.902,0.051,-0.2649
83,clean_article84,0.029,0.942,0.029,-0.0258
84,clean_article85,0.034,0.882,0.084,0.5267
85,clean_article86,0.0,0.816,0.184,0.717
86,clean_article87,0.053,0.811,0.136,0.9904
87,clean_article9,0.058,0.865,0.077,0.9706
