,name,neg,neu,pos,compound
0,clean_article0,0.037,0.856,0.107,0.9952
1,clean_article1,0.0,0.953,0.047,0.34
2,clean_article10,0.0,0.816,0.184,0.717
3,clean_article11,0.066,0.881,0.054,-0.296
4,clean_article12,0.041,0.892,0.066,0.7128
5,clean_article13,0.055,0.842,0.102,0.9451
6,clean_article14,0.0,0.968,0.032,0.1779
7,clean_article15,0.0,0.816,0.184,0.717
8,clean_article16,0.0,0.968,0.032,0.1779
9,clean_article17,0.025,0.928,0.046,0.8338
10,clean_article18,0.068,0.932,0.0,-0.2732
11,clean_article19,0.0,0.641,0.359,0.8122
12,clean_article2,0.062,0.848,0.09,0.9745
13,clean_article20,0.039,0.878,0.083,0.9915
14,clean_article21,0.044,0.864,0.092,0.9778
15,clean_article22,0.007,0.911,0.081,0.9555
16,clean_article23,0.006,0.889,0.105,0.999
17,clean_article24,0.114,0.768,0.118,0.0054
18,clean_article25,0.032,0.876,0.092,0.9907
19,clean_article26,0.064,0.881,0.056,-0.4233
20,clean_article27,0.025,0.926,0.049,0.8312
21,clean_article28,0.065,0.827,0.108,0.9616
22,clean_article29,0.053,0.803,0.144,0.9976
23,clean_article3,0.038,0.824,0.138,0.9995
24,clean_article30,0.016,0.897,0.087,0.8625
25,clean_article31,0.001,0.911,0.087,0.9962
26,clean_article32,0.027,0.868,0.104,0.997
27,clean_article33,0.0,0.926,0.074,0.3744
28,clean_article34,0.128,0.766,0.106,-0.9735
29,clean_article35,0.019,0.884,0.097,0.9927
30,clean_article36,0.051,0.878,0.071,0.6555
31,clean_article37,0.049,0.883,0.068,0.3847
32,clean_article38,0.108,0.852,0.04,-0.9758
33,clean_article39,0.139,0.767,0.095,-0.8903
34,clean_article4,0.05,0.912,0.038,-0.3818
35,clean_article40,0.149,0.851,0.0,-0.2732
36,clean_article41,0.0,1.0,0.0,0.0
37,clean_article42,0.009,0.839,0.152,0.9968
38,clean_article43,0.038,0.853,0.109,0.9973
39,clean_article44,0.065,0.847,0.088,0.9313
40,clean_article45,0.008,0.895,0.098,0.9716
41,clean_article46,0.085,0.787,0.127,0.9758
42,clean_article47,0.045,0.835,0.12,0.8183
43,clean_article48,0.052,0.855,0.093,0.9726
44,clean_article49,0.131,0.719,0.15,0.9809
45,clean_article5,0.122,0.754,0.125,-0.2263
46,clean_article50,0.037,0.893,0.071,0.8485
47,clean_article51,0.0,0.892,0.108,0.6124
48,clean_article52,0.032,0.864,0.105,0.9904
49,clean_article53,0.034,0.914,0.053,0.6808
50,clean_article54,0.03,0.97,0.0,-0.296
51,clean_article55,0.051,0.827,0.122,0.7289
52,clean_article56,0.0,0.945,0.055,0.9657
53,clean_article57,0.02,0.91,0.07,0.9247
54,clean_article58,0.036,0.865,0.1,0.9844
55,clean_article59,0.0,0.0,0.0,0.0
56,clean_article6,0.04,0.865,0.095,0.9823
57,clean_article60,0.0,0.0,0.0,0.0
58,clean_article61,0.019,0.857,0.124,0.9987
59,clean_article62,0.043,0.847,0.11,0.9947
60,clean_article63,0.062,0.861,0.077,0.8421
61,clean_article64,0.044,0.826,0.13,0.9908
62,clean_article65,0.052,0.806,0.142,0.9995
63,clean_article66,0.035,0.932,0.033,0.2203
64,clean_article67,0.045,0.907,0.048,0.4674
65,clean_article68,0.042,0.912,0.046,-0.1551
66,clean_article69,0.027,0.903,0.07,0.9129
67,clean_article7,0.046,0.899,0.055,0.7056
68,clean_article70,0.013,0.856,0.131,0.9986
69,clean_article71,0.0,0.0,0.0,0.0
70,clean_article72,0.124,0.848,0.028,-0.9932
71,clean_article73,0.042,0.84,0.119,0.9899
72,clean_article74,0.024,0.866,0.111,0.9741
73,clean_article75,0.036,0.875,0.089,0.9655
74,clean_article76,0.013,0.812,0.175,0.9973
75,clean_article77,0.054,0.836,0.11,0.9644
76,clean_article78,0.051,0.8,0.149,0.9996
77,clean_article79,0.121,0.803,0.076,-0.8953
78,clean_article8,0.103,0.764,0.133,0.296
79,clean_article80,0.039,0.896,0.065,0.9148
80,clean_article81,0.018,0.893,0.089,0.9915
81,clean_article82,0.032,0.816,0.152,0.9986
82,clean_article83,0.018,0.893,0.089,0.9915
83,clean_article84,0.032,0.816,0.152,0.9986
84,clean_article9,0.066,0.871,0.062,-0.6514
