,name,neg,neu,pos,compound
0,clean_article0,0.016,0.891,0.093,0.9826
1,clean_article1,0.014,0.91,0.076,0.9455
2,clean_article10,0.062,0.857,0.08,0.8659
3,clean_article11,0.042,0.854,0.104,0.9981
4,clean_article12,0.082,0.781,0.137,0.9897
5,clean_article13,0.049,0.879,0.072,0.8638
6,clean_article14,0.029,0.899,0.071,0.9418
7,clean_article15,0.05,0.86,0.091,0.9613
8,clean_article16,0.0,0.816,0.184,0.717
9,clean_article2,0.005,0.909,0.086,0.9735
10,clean_article3,0.109,0.891,0.0,-0.5664
11,clean_article4,0.049,0.814,0.137,0.9984
12,clean_article5,0.009,0.907,0.085,0.9643
13,clean_article6,0.0,0.816,0.184,0.717
14,clean_article7,0.048,0.896,0.057,0.9683
15,clean_article8,0.015,0.834,0.151,0.9965
16,clean_article9,0.022,0.864,0.113,0.9966
