,name,neg,neu,pos,compound
0,clean_article0,0.013,0.908,0.079,0.9826
1,clean_article1,0.018,0.934,0.048,0.8456
2,clean_article10,0.0,0.894,0.106,0.0772
3,clean_article11,0.019,0.92,0.061,0.886
4,clean_article12,0.043,0.827,0.13,0.9918
5,clean_article13,0.005,0.857,0.138,0.9983
6,clean_article14,0.014,0.842,0.144,0.9817
7,clean_article15,0.045,0.886,0.069,0.8957
8,clean_article16,0.019,0.945,0.036,0.2263
9,clean_article17,0.064,0.821,0.115,0.9899
10,clean_article18,0.052,0.836,0.112,0.9403
11,clean_article19,0.018,0.839,0.144,0.9965
12,clean_article2,0.048,0.883,0.07,0.9377
13,clean_article3,0.0,0.816,0.184,0.717
14,clean_article4,0.085,0.839,0.075,-0.6115
15,clean_article5,0.06,0.912,0.028,-0.3919
16,clean_article6,0.0,0.816,0.184,0.717
17,clean_article7,0.021,0.898,0.081,0.9879
18,clean_article8,0.035,0.893,0.073,0.8736
19,clean_article9,0.037,0.931,0.032,-0.5289
