,name,neg,neu,pos,compound
0,clean_article0,0.018,0.918,0.064,0.9753
1,clean_article1,0.029,0.845,0.126,0.988
2,clean_article10,0.017,0.831,0.151,0.9337
3,clean_article11,0.025,0.906,0.069,0.9873
4,clean_article12,0.02,0.911,0.069,0.9532
5,clean_article13,0.101,0.778,0.121,0.9505
6,clean_article14,0.01,0.89,0.101,0.9941
7,clean_article15,0.025,0.901,0.074,0.9942
8,clean_article16,0.013,0.902,0.085,0.9796
9,clean_article17,0.009,0.911,0.081,0.9694
10,clean_article18,0.071,0.864,0.065,-0.6732
11,clean_article19,0.069,0.876,0.055,-0.8718
12,clean_article2,0.048,0.895,0.058,0.1531
13,clean_article20,0.009,0.942,0.048,0.7906
14,clean_article3,0.066,0.843,0.091,0.7488
15,clean_article4,0.0,0.816,0.184,0.717
16,clean_article5,0.051,0.812,0.137,0.9995
17,clean_article6,0.012,0.839,0.149,0.993
18,clean_article7,0.05,0.766,0.184,0.6808
19,clean_article8,0.018,0.877,0.105,0.9924
20,clean_article9,0.026,0.914,0.061,0.9178
