,name,neg,neu,pos,compound
0,clean_article0,0.03,0.868,0.102,0.9883
1,clean_article1,0.103,0.764,0.133,0.296
2,clean_article10,0.008,0.871,0.121,0.9971
3,clean_article11,0.018,0.86,0.122,0.9918
4,clean_article12,0.035,0.809,0.156,0.999
5,clean_article13,0.008,0.917,0.075,0.9788
6,clean_article14,0.0,0.0,0.0,0.0
7,clean_article15,0.076,0.755,0.169,0.9128
8,clean_article16,0.016,0.895,0.089,0.9904
9,clean_article17,0.077,0.852,0.071,-0.6267
10,clean_article2,0.008,0.889,0.103,0.99
11,clean_article3,0.0,0.641,0.359,0.8122
12,clean_article4,0.028,0.891,0.081,0.9935
13,clean_article5,0.072,0.885,0.043,-0.9889
14,clean_article6,0.051,0.87,0.078,0.918
15,clean_article7,0.023,0.871,0.106,0.9976
16,clean_article8,0.036,0.84,0.124,0.9816
17,clean_article9,0.043,0.871,0.085,0.9548
