,name,neg,neu,pos,compound
0,clean_article0,0.008,0.875,0.117,0.997
1,clean_article1,0.024,0.765,0.21,0.9833
2,clean_article10,0.025,0.894,0.081,0.7087
3,clean_article11,0.048,0.812,0.139,0.999
4,clean_article12,0.038,0.872,0.09,0.9958
5,clean_article13,0.051,0.811,0.138,0.9991
6,clean_article14,0.009,0.946,0.045,0.807
7,clean_article15,0.064,0.878,0.058,-0.6401
8,clean_article16,0.017,0.857,0.126,0.981
9,clean_article17,0.086,0.796,0.118,0.9647
10,clean_article18,0.014,0.934,0.051,0.6808
11,clean_article19,0.016,0.909,0.075,0.9796
12,clean_article2,0.023,0.858,0.119,0.9999
13,clean_article20,0.04,0.907,0.053,0.7102
14,clean_article21,0.03,0.884,0.086,0.956
15,clean_article3,0.0,0.816,0.184,0.717
16,clean_article4,0.042,0.834,0.124,0.997
17,clean_article5,0.0,0.0,0.0,0.0
18,clean_article6,0.032,0.905,0.063,0.8807
19,clean_article7,0.079,0.856,0.066,-0.8611
20,clean_article8,0.053,0.843,0.104,0.9829
21,clean_article9,0.009,0.903,0.087,0.9913
