,name,neg,neu,pos,compound
0,clean_article0,0.021,0.878,0.101,0.9803
1,clean_article1,0.06,0.904,0.036,-0.6478
2,clean_article10,0.065,0.845,0.09,0.9533
3,clean_article11,0.048,0.852,0.1,0.9398
4,clean_article12,0.0,0.881,0.119,0.9964
5,clean_article13,0.048,0.874,0.078,0.8971
6,clean_article14,0.068,0.932,0.0,-0.2732
7,clean_article15,0.034,0.783,0.183,0.9996
8,clean_article16,0.036,0.911,0.053,0.8979
9,clean_article17,0.015,0.917,0.067,0.9594
10,clean_article18,0.08,0.854,0.066,-0.8979
11,clean_article19,0.011,0.895,0.094,0.9643
12,clean_article2,0.008,0.874,0.117,0.9896
13,clean_article20,0.02,0.88,0.1,0.989
14,clean_article21,0.013,0.92,0.067,0.8044
15,clean_article3,0.035,0.9,0.065,0.8651
16,clean_article4,0.097,0.799,0.104,0.8042
17,clean_article5,0.012,0.893,0.095,0.9931
18,clean_article6,0.005,0.864,0.131,0.9984
19,clean_article7,0.019,0.872,0.109,0.996
20,clean_article8,0.026,0.862,0.113,0.9981
21,clean_article9,0.023,0.895,0.082,0.9907
