,name,neg,neu,pos,compound
0,clean_article0,0.019,0.886,0.095,0.9924
1,clean_article1,0.046,0.874,0.08,0.9614
2,clean_article10,0.025,0.876,0.099,0.996
3,clean_article11,0.016,0.907,0.077,0.9729
4,clean_article12,0.018,0.884,0.098,0.9899
5,clean_article13,0.063,0.828,0.108,0.9671
6,clean_article14,0.012,0.896,0.092,0.9921
7,clean_article15,0.073,0.883,0.044,-0.6211
8,clean_article2,0.038,0.918,0.044,0.5647
9,clean_article3,0.02,0.93,0.05,0.7351
10,clean_article4,0.0,0.816,0.184,0.717
11,clean_article5,0.0,0.816,0.184,0.717
12,clean_article6,0.009,0.955,0.036,0.7717
13,clean_article7,0.054,0.864,0.082,0.8716
14,clean_article8,0.0,0.816,0.184,0.717
15,clean_article9,0.016,0.907,0.078,0.9738
