,name,neg,neu,pos,compound
0,clean_article0,0.0,0.968,0.032,0.1779
1,clean_article1,0.015,0.893,0.092,0.996
2,clean_article10,0.012,0.893,0.096,0.9978
3,clean_article11,0.036,0.878,0.086,0.9169
4,clean_article12,0.066,0.871,0.063,0.0295
5,clean_article13,0.017,0.9,0.083,0.9945
6,clean_article14,0.038,0.887,0.075,0.7833
7,clean_article15,0.021,0.807,0.172,0.9983
8,clean_article16,0.018,0.941,0.041,0.8625
9,clean_article17,0.006,0.932,0.063,0.8834
10,clean_article18,0.004,0.84,0.156,0.9939
11,clean_article2,0.046,0.875,0.079,0.982
12,clean_article3,0.099,0.817,0.084,-0.9585
13,clean_article4,0.026,0.847,0.127,0.9899
14,clean_article5,0.026,0.887,0.087,0.978
15,clean_article6,0.059,0.828,0.112,0.9959
16,clean_article7,0.0,0.862,0.138,0.9934
17,clean_article8,0.024,0.894,0.082,0.9466
18,clean_article9,0.05,0.95,0.0,-0.6878
