,name,neg,neu,pos,compound
0,clean_article0,0.0,0.641,0.359,0.8122
1,clean_article1,0.035,0.881,0.084,0.941
2,clean_article10,0.028,0.881,0.091,0.9901
3,clean_article11,0.0,0.816,0.184,0.717
4,clean_article12,0.032,0.837,0.13,0.9994
5,clean_article13,0.056,0.764,0.18,0.9984
6,clean_article14,0.0,0.968,0.032,0.1779
7,clean_article15,0.017,0.912,0.071,0.9607
8,clean_article16,0.06,0.872,0.069,0.8034
9,clean_article17,0.016,0.88,0.105,0.9901
10,clean_article18,0.032,0.833,0.135,0.9994
11,clean_article19,0.018,0.854,0.129,0.9934
12,clean_article2,0.0,0.641,0.359,0.8122
13,clean_article20,0.064,0.853,0.083,0.4423
14,clean_article21,0.057,0.882,0.062,0.6784
15,clean_article22,0.022,0.742,0.236,0.9995
16,clean_article23,0.085,0.866,0.049,-0.9614
17,clean_article24,0.0,0.889,0.111,0.9833
18,clean_article25,0.04,0.926,0.034,-0.1027
19,clean_article26,0.027,0.902,0.071,0.9562
20,clean_article27,0.036,0.828,0.135,0.9983
21,clean_article28,0.013,0.796,0.191,0.9985
22,clean_article29,0.051,0.822,0.127,0.9892
23,clean_article3,0.06,0.903,0.037,-0.7269
24,clean_article30,0.005,0.854,0.141,0.9971
25,clean_article31,0.0,0.641,0.359,0.8122
26,clean_article32,0.024,0.887,0.089,0.9979
27,clean_article33,0.012,0.867,0.121,0.9981
28,clean_article34,0.0,0.876,0.124,0.9918
29,clean_article35,0.036,0.821,0.142,0.9937
30,clean_article36,0.017,0.953,0.029,0.3822
31,clean_article37,0.0,0.968,0.032,0.1779
32,clean_article38,0.067,0.818,0.115,0.9877
33,clean_article39,0.042,0.794,0.165,0.999
34,clean_article4,0.04,0.888,0.073,0.9529
35,clean_article40,0.016,0.887,0.097,0.9881
36,clean_article41,0.041,0.897,0.062,0.7645
37,clean_article42,0.11,0.795,0.095,-0.8386
38,clean_article43,0.0,0.927,0.073,0.9392
39,clean_article44,0.063,0.881,0.056,-0.8979
40,clean_article45,0.026,0.857,0.116,0.9979
41,clean_article46,0.055,0.776,0.169,0.9998
42,clean_article47,0.06,0.898,0.042,-0.5106
43,clean_article48,0.019,0.894,0.087,0.9091
44,clean_article49,0.04,0.87,0.091,0.7601
45,clean_article5,0.105,0.83,0.065,-0.9136
46,clean_article50,0.049,0.924,0.027,-0.8658
47,clean_article51,0.095,0.799,0.106,0.6172
48,clean_article52,0.048,0.873,0.079,0.6474
49,clean_article53,0.024,0.879,0.097,0.9963
50,clean_article54,0.007,0.803,0.191,0.9963
51,clean_article55,0.028,0.866,0.106,0.9655
52,clean_article56,0.04,0.872,0.088,0.891
53,clean_article57,0.038,0.876,0.086,0.8323
54,clean_article58,0.17,0.741,0.089,-0.976
55,clean_article59,0.047,0.858,0.095,0.8773
56,clean_article6,0.021,0.84,0.138,0.965
57,clean_article60,0.041,0.826,0.134,0.9549
58,clean_article61,0.01,0.93,0.059,0.7845
59,clean_article62,0.065,0.819,0.116,0.9944
60,clean_article63,0.057,0.864,0.08,0.9132
61,clean_article64,0.011,0.893,0.096,0.9878
62,clean_article65,0.0,1.0,0.0,0.0
63,clean_article66,0.057,0.869,0.074,0.8269
64,clean_article67,0.013,0.836,0.151,0.9945
65,clean_article68,0.02,0.821,0.159,0.9972
66,clean_article69,0.048,0.841,0.111,0.9941
67,clean_article7,0.0,0.641,0.359,0.8122
68,clean_article70,0.038,0.835,0.126,0.9955
69,clean_article71,0.0,0.893,0.107,0.9848
70,clean_article72,0.042,0.899,0.06,0.7269
71,clean_article73,0.033,0.868,0.099,0.9983
72,clean_article74,0.026,0.928,0.045,0.4125
73,clean_article75,0.041,0.816,0.143,0.9965
74,clean_article76,0.076,0.858,0.066,-0.2462
75,clean_article77,0.05,0.85,0.1,0.9697
76,clean_article78,0.031,0.88,0.089,0.9878
77,clean_article79,0.047,0.857,0.096,0.8658
78,clean_article8,0.01,0.917,0.073,0.9217
79,clean_article80,0.049,0.846,0.105,0.9798
80,clean_article81,0.009,0.873,0.118,0.9974
81,clean_article82,0.0,0.933,0.067,0.7349
82,clean_article83,0.0,0.694,0.306,0.6486
83,clean_article84,0.008,0.929,0.063,0.9783
84,clean_article85,0.035,0.879,0.086,0.9705
85,clean_article86,0.077,0.82,0.103,0.947
86,clean_article87,0.037,0.847,0.116,0.9908
87,clean_article88,0.0,0.0,0.0,0.0
88,clean_article89,0.039,0.842,0.119,0.9992
89,clean_article9,0.0,0.641,0.359,0.8122
