,name,neg,neu,pos,compound
0,clean_article0,0.0,0.859,0.141,0.9769
1,clean_article1,0.103,0.764,0.133,0.296
2,clean_article10,0.041,0.885,0.074,0.765
3,clean_article11,0.03,0.868,0.102,0.9889
4,clean_article12,0.075,0.895,0.03,-0.5023
5,clean_article13,0.051,0.836,0.112,0.9944
6,clean_article14,0.002,0.918,0.079,0.9961
7,clean_article15,0.028,0.864,0.108,0.994
8,clean_article16,0.011,0.873,0.116,0.9882
9,clean_article17,0.021,0.848,0.131,0.9989
10,clean_article18,0.017,0.83,0.152,0.9987
11,clean_article19,0.014,0.834,0.152,0.9966
12,clean_article2,0.06,0.829,0.111,0.9972
13,clean_article20,0.021,0.886,0.093,0.9509
14,clean_article21,0.0,0.808,0.192,0.9954
15,clean_article22,0.009,0.871,0.12,0.9992
16,clean_article23,0.031,0.858,0.112,0.9988
17,clean_article3,0.02,0.916,0.064,0.9922
18,clean_article4,0.033,0.901,0.066,0.8944
19,clean_article5,0.103,0.764,0.133,0.296
20,clean_article6,0.037,0.877,0.086,0.9578
21,clean_article7,0.02,0.883,0.097,0.9939
22,clean_article8,0.027,0.886,0.087,0.7906
23,clean_article9,0.055,0.865,0.08,0.9764
