,name,neg,neu,pos,compound
0,clean_article0,0.036,0.908,0.055,0.3412
1,clean_article1,0.035,0.883,0.082,0.976
2,clean_article10,0.011,0.89,0.099,0.9844
3,clean_article11,0.067,0.916,0.017,-0.872
4,clean_article12,0.014,0.902,0.084,0.9969
5,clean_article13,0.068,0.932,0.0,-0.2732
6,clean_article14,0.03,0.841,0.128,0.9979
7,clean_article15,0.0,0.856,0.144,0.9933
8,clean_article16,0.0,0.0,0.0,0.0
9,clean_article17,0.024,0.881,0.095,0.9492
10,clean_article18,0.0,0.94,0.06,0.2732
11,clean_article19,0.039,0.844,0.118,0.995
12,clean_article2,0.0,0.816,0.184,0.717
13,clean_article20,0.0,0.851,0.149,0.9963
14,clean_article3,0.103,0.764,0.133,0.296
15,clean_article4,0.045,0.841,0.114,0.9971
16,clean_article5,0.0,0.816,0.184,0.717
17,clean_article6,0.009,0.881,0.11,0.9951
18,clean_article7,0.027,0.809,0.165,0.9753
19,clean_article8,0.101,0.866,0.033,-0.9679
20,clean_article9,0.015,0.84,0.145,0.9545
