,name,neg,neu,pos,compound
0,clean_article0,0.035,0.864,0.102,0.9674
1,clean_article1,0.017,0.953,0.03,0.1513
2,clean_article10,0.043,0.857,0.1,0.9681
3,clean_article11,0.047,0.873,0.081,0.9772
4,clean_article12,0.046,0.86,0.095,0.9399
5,clean_article13,0.059,0.88,0.061,0.5574
6,clean_article14,0.0,0.915,0.085,0.9633
7,clean_article15,0.026,0.933,0.041,0.3929
8,clean_article16,0.021,0.92,0.059,0.985
9,clean_article17,0.051,0.813,0.136,0.9994
10,clean_article18,0.014,0.856,0.129,0.9972
11,clean_article19,0.049,0.847,0.104,0.802
12,clean_article2,0.0,0.866,0.134,0.7096
13,clean_article3,0.006,0.887,0.108,0.9913
14,clean_article4,0.0,0.816,0.184,0.717
15,clean_article5,0.0,0.816,0.184,0.717
16,clean_article6,0.016,0.86,0.124,0.9897
17,clean_article7,0.006,0.861,0.133,0.9909
18,clean_article8,0.0,0.816,0.184,0.717
19,clean_article9,0.0,0.904,0.096,0.8873
