,name,neg,neu,pos,compound
0,clean_article0,0.024,0.895,0.081,0.9893
1,clean_article1,0.038,0.868,0.094,0.9846
2,clean_article10,0.052,0.91,0.038,-0.2023
3,clean_article11,0.0,0.878,0.122,0.9812
4,clean_article12,0.052,0.897,0.052,0.2724
5,clean_article13,0.025,0.911,0.064,0.9464
6,clean_article14,0.019,0.886,0.095,0.9908
7,clean_article15,0.0,0.641,0.359,0.8122
8,clean_article2,0.048,0.833,0.119,0.9987
9,clean_article3,0.011,0.916,0.072,0.9873
10,clean_article4,0.03,0.853,0.117,0.9906
11,clean_article5,0.059,0.848,0.092,0.8118
12,clean_article6,0.0,0.816,0.184,0.717
13,clean_article7,0.103,0.764,0.133,0.296
14,clean_article8,0.0,0.94,0.06,0.6597
15,clean_article9,0.1,0.801,0.099,0.5187
