,name,neg,neu,pos,compound
0,clean_article0,0.047,0.862,0.091,0.9699
1,clean_article1,0.022,0.88,0.098,0.9863
2,clean_article10,0.005,0.914,0.081,0.9901
3,clean_article11,0.0,0.816,0.184,0.717
4,clean_article12,0.008,0.887,0.104,0.9915
5,clean_article13,0.018,0.889,0.093,0.9918
6,clean_article14,0.027,0.887,0.086,0.992
7,clean_article15,0.079,0.884,0.037,-0.9589
8,clean_article16,0.0,0.968,0.032,0.1779
9,clean_article17,0.046,0.88,0.074,0.7506
10,clean_article18,0.056,0.853,0.09,0.9205
11,clean_article19,0.078,0.85,0.072,-0.91
12,clean_article2,0.034,0.873,0.093,0.9867
13,clean_article20,0.006,0.865,0.129,0.9859
14,clean_article21,0.102,0.824,0.074,-0.9461
15,clean_article22,0.0,0.892,0.108,0.9682
16,clean_article23,0.017,0.869,0.115,0.9955
17,clean_article24,0.034,0.87,0.096,0.9853
18,clean_article25,0.0,0.816,0.184,0.717
19,clean_article26,0.008,0.924,0.068,0.9258
20,clean_article27,0.047,0.89,0.063,0.7846
21,clean_article28,0.0,0.641,0.359,0.8122
22,clean_article29,0.008,0.835,0.157,0.998
23,clean_article3,0.043,0.832,0.125,0.9893
24,clean_article30,0.041,0.855,0.104,0.9614
25,clean_article31,0.012,0.874,0.113,0.9253
26,clean_article32,0.058,0.748,0.194,0.995
27,clean_article33,0.02,0.877,0.103,0.9981
28,clean_article34,0.083,0.839,0.078,0.0782
29,clean_article35,0.049,0.855,0.096,0.9802
30,clean_article36,0.01,0.876,0.113,0.9987
31,clean_article37,0.06,0.899,0.041,-0.4336
32,clean_article38,0.006,0.888,0.106,0.9873
33,clean_article39,0.029,0.897,0.073,0.8358
34,clean_article4,0.0,0.641,0.359,0.8122
35,clean_article40,0.103,0.897,0.0,-0.1531
36,clean_article41,0.075,0.847,0.077,0.391
37,clean_article42,0.046,0.82,0.134,0.9992
38,clean_article43,0.029,0.846,0.125,0.9914
39,clean_article44,0.042,0.917,0.041,0.1935
40,clean_article45,0.021,0.776,0.203,0.9996
41,clean_article46,0.011,0.914,0.075,0.9374
42,clean_article47,0.031,0.899,0.07,0.9832
43,clean_article48,0.029,0.865,0.106,0.9932
44,clean_article49,0.052,0.859,0.089,0.8988
45,clean_article5,0.0,0.968,0.032,0.1779
46,clean_article50,0.0,0.968,0.032,0.1779
47,clean_article51,0.037,0.892,0.071,0.9169
48,clean_article52,0.061,0.852,0.087,0.9164
49,clean_article53,0.026,0.853,0.121,0.993
50,clean_article54,0.0,0.0,0.0,0.0
51,clean_article55,0.04,0.786,0.174,0.9988
52,clean_article56,0.04,0.859,0.1,0.9691
53,clean_article57,0.031,0.847,0.122,0.9998
54,clean_article58,0.108,0.852,0.04,-0.9735
55,clean_article59,0.036,0.872,0.091,0.9612
56,clean_article6,0.0,0.816,0.184,0.717
57,clean_article60,0.076,0.858,0.066,-0.2462
58,clean_article61,0.079,0.838,0.083,0.1779
59,clean_article62,0.005,0.901,0.094,0.9657
60,clean_article63,0.049,0.776,0.175,0.9981
61,clean_article64,0.0,0.891,0.109,0.9968
62,clean_article65,0.032,0.836,0.132,0.9805
63,clean_article66,0.023,0.934,0.043,0.6219
64,clean_article67,0.0,0.942,0.058,0.891
65,clean_article68,0.019,0.858,0.123,0.9984
66,clean_article69,0.017,0.844,0.139,0.9999
67,clean_article7,0.04,0.866,0.094,0.9952
68,clean_article70,0.076,0.858,0.066,-0.2462
69,clean_article71,0.058,0.879,0.063,0.0598
70,clean_article72,0.0,0.816,0.184,0.717
71,clean_article73,0.0,0.827,0.173,0.872
72,clean_article74,0.025,0.896,0.079,0.9169
73,clean_article75,0.04,0.856,0.104,0.9856
74,clean_article76,0.021,0.903,0.077,0.9845
75,clean_article77,0.051,0.863,0.086,0.7713
76,clean_article78,0.08,0.872,0.048,-0.9332
77,clean_article79,0.01,0.841,0.149,0.9919
78,clean_article8,0.032,0.858,0.11,0.9744
79,clean_article80,0.0,0.901,0.099,0.6997
80,clean_article81,0.022,0.954,0.025,-0.1531
81,clean_article82,0.0,0.904,0.096,0.9388
82,clean_article83,0.0,0.816,0.184,0.9729
83,clean_article84,0.052,0.861,0.088,0.7003
84,clean_article85,0.102,0.742,0.156,0.9747
85,clean_article86,0.001,0.836,0.162,0.9991
86,clean_article87,0.0,0.867,0.133,0.9423
87,clean_article88,0.014,0.801,0.185,0.999
88,clean_article89,0.114,0.839,0.047,-0.9698
89,clean_article9,0.044,0.883,0.073,0.9824
90,clean_article90,0.048,0.789,0.163,0.9985
91,clean_article91,0.048,0.789,0.163,0.9985
