,name,neg,neu,pos,compound
0,clean_article0,0.112,0.784,0.104,-0.2249
1,clean_article1,0.0,0.968,0.032,0.1779
2,clean_article10,0.027,0.872,0.101,0.9535
3,clean_article11,0.005,0.912,0.083,0.9931
4,clean_article12,0.038,0.909,0.053,0.4846
5,clean_article13,0.014,0.933,0.052,0.9666
6,clean_article14,0.051,0.783,0.166,0.9999
7,clean_article15,0.103,0.764,0.133,0.296
8,clean_article16,0.0,0.953,0.047,0.8979
9,clean_article17,0.02,0.855,0.125,0.9975
10,clean_article18,0.145,0.812,0.043,-0.9909
11,clean_article19,0.023,0.881,0.096,0.9983
12,clean_article2,0.089,0.839,0.073,-0.7528
13,clean_article20,0.007,0.846,0.147,0.9994
14,clean_article3,0.0,0.816,0.184,0.717
15,clean_article4,0.025,0.935,0.04,0.8591
16,clean_article5,0.059,0.789,0.152,0.9898
17,clean_article6,0.018,0.888,0.094,0.9845
18,clean_article7,0.029,0.843,0.129,0.9834
19,clean_article8,0.0,0.816,0.184,0.717
20,clean_article9,0.0,0.816,0.184,0.717
