,name,neg,neu,pos,compound
0,clean_article0,0.027,0.858,0.115,0.9538
1,clean_article1,0.006,0.936,0.058,0.872
2,clean_article10,0.02,0.893,0.087,0.9898
3,clean_article11,0.022,0.91,0.067,0.9826
4,clean_article12,0.056,0.874,0.071,0.9916
5,clean_article13,0.0,0.816,0.184,0.717
6,clean_article14,0.167,0.786,0.047,-0.9886
7,clean_article15,0.016,0.929,0.055,0.9528
8,clean_article16,0.074,0.851,0.075,0.6477
9,clean_article17,0.046,0.848,0.106,0.9962
10,clean_article18,0.032,0.824,0.145,0.9868
11,clean_article19,0.036,0.836,0.128,0.9975
12,clean_article2,0.0,0.968,0.032,0.1779
13,clean_article20,0.018,0.793,0.189,0.9917
14,clean_article21,0.0,0.968,0.032,0.1779
15,clean_article22,0.054,0.779,0.167,0.9953
16,clean_article23,0.007,0.867,0.125,0.9927
17,clean_article24,0.029,0.895,0.076,0.9913
18,clean_article25,0.091,0.839,0.07,-0.9151
19,clean_article26,0.088,0.866,0.046,-0.9928
20,clean_article27,0.035,0.849,0.116,0.9983
21,clean_article28,0.103,0.764,0.133,0.296
22,clean_article29,0.093,0.818,0.089,-0.7579
23,clean_article3,0.008,0.905,0.088,0.9875
24,clean_article30,0.021,0.818,0.16,0.9968
25,clean_article31,0.025,0.919,0.056,0.9643
26,clean_article32,0.064,0.855,0.081,0.7717
27,clean_article33,0.037,0.881,0.082,0.8196
28,clean_article34,0.037,0.878,0.085,0.9955
29,clean_article35,0.024,0.885,0.091,0.9907
30,clean_article36,0.0,0.816,0.184,0.717
31,clean_article37,0.025,0.861,0.114,0.996
32,clean_article38,0.041,0.825,0.134,0.9985
33,clean_article39,0.0,0.968,0.032,0.1779
34,clean_article4,0.043,0.845,0.111,0.9922
35,clean_article40,0.041,0.869,0.09,0.9848
36,clean_article41,0.048,0.781,0.171,0.9744
37,clean_article42,0.0,0.927,0.073,0.9512
38,clean_article43,0.014,0.874,0.111,0.9891
39,clean_article44,0.0,0.877,0.123,0.9858
40,clean_article45,0.09,0.778,0.132,0.9735
41,clean_article46,0.0,0.928,0.072,0.7391
42,clean_article47,0.009,0.919,0.072,0.9781
43,clean_article48,0.074,0.87,0.056,-0.7933
44,clean_article49,0.0,0.917,0.083,0.923
45,clean_article5,0.049,0.858,0.093,0.9658
46,clean_article50,0.016,0.954,0.03,0.6486
47,clean_article51,0.038,0.908,0.054,0.6389
48,clean_article52,0.02,0.859,0.121,0.9964
49,clean_article53,0.033,0.89,0.077,0.9545
50,clean_article54,0.082,0.835,0.083,0.2744
51,clean_article55,0.015,0.907,0.079,0.9838
52,clean_article56,0.027,0.896,0.077,0.9643
53,clean_article57,0.0,0.968,0.032,0.1779
54,clean_article58,0.011,0.88,0.109,0.9928
55,clean_article59,0.064,0.858,0.078,0.5095
56,clean_article6,0.051,0.831,0.118,0.9894
57,clean_article60,0.013,0.9,0.087,0.994
58,clean_article61,0.043,0.89,0.067,0.5071
59,clean_article62,0.0,0.0,0.0,0.0
60,clean_article63,0.101,0.807,0.092,-0.6597
61,clean_article64,0.103,0.764,0.133,0.296
62,clean_article65,0.031,0.85,0.119,0.998
63,clean_article66,0.033,0.901,0.065,0.9879
64,clean_article67,0.012,0.894,0.094,0.9844
65,clean_article68,0.0,0.89,0.11,0.9371
66,clean_article69,0.109,0.735,0.156,0.898
67,clean_article7,0.037,0.84,0.123,0.9232
68,clean_article70,0.062,0.829,0.109,0.9847
69,clean_article71,0.162,0.789,0.049,-0.9977
70,clean_article72,0.013,0.875,0.112,0.9938
71,clean_article73,0.045,0.895,0.06,0.7873
72,clean_article74,0.009,0.798,0.194,0.9996
73,clean_article75,0.0,1.0,0.0,0.0
74,clean_article76,0.061,0.821,0.119,0.9957
75,clean_article77,0.032,0.86,0.108,0.9756
76,clean_article78,0.017,0.867,0.116,0.9935
77,clean_article79,0.041,0.891,0.069,0.8991
78,clean_article8,0.151,0.785,0.064,-0.9621
79,clean_article80,0.021,0.79,0.188,0.9984
80,clean_article81,0.136,0.81,0.054,-0.9924
81,clean_article82,0.013,0.879,0.108,0.9966
82,clean_article83,0.061,0.824,0.115,0.9853
83,clean_article84,0.027,0.887,0.086,0.9765
84,clean_article85,0.062,0.873,0.066,0.1255
85,clean_article86,0.0,0.833,0.167,0.989
86,clean_article87,0.018,0.875,0.106,0.9945
87,clean_article9,0.01,0.884,0.106,0.9826
