,name,neg,neu,pos,compound
0,clean_article0,0.029,0.844,0.128,0.9996
1,clean_article1,0.0,0.816,0.184,0.717
2,clean_article10,0.026,0.865,0.11,0.9889
3,clean_article11,0.027,0.845,0.127,0.9997
4,clean_article12,0.024,0.895,0.081,0.9618
5,clean_article13,0.035,0.902,0.064,0.8358
6,clean_article14,0.074,0.738,0.188,0.5423
7,clean_article15,0.034,0.966,0.0,-0.2732
8,clean_article16,0.011,0.909,0.081,0.9942
9,clean_article17,0.017,0.851,0.132,0.9959
10,clean_article18,0.031,0.868,0.1,0.9975
11,clean_article19,0.022,0.807,0.171,0.998
12,clean_article2,0.107,0.786,0.107,-0.0054
13,clean_article20,0.075,0.809,0.116,0.9945
14,clean_article21,0.091,0.835,0.074,-0.9731
15,clean_article22,0.142,0.71,0.148,0.856
16,clean_article23,0.012,0.883,0.106,0.9908
17,clean_article24,0.053,0.824,0.123,0.9746
18,clean_article25,0.058,0.906,0.036,-0.5859
19,clean_article26,0.024,0.902,0.074,0.8553
20,clean_article27,0.056,0.877,0.067,0.7543
21,clean_article28,0.074,0.738,0.188,0.5423
22,clean_article29,0.074,0.738,0.188,0.5423
23,clean_article3,0.075,0.859,0.067,-0.4606
24,clean_article30,0.039,0.82,0.141,0.9987
25,clean_article31,0.11,0.835,0.055,-0.9552
26,clean_article32,0.037,0.833,0.129,0.9954
27,clean_article33,0.015,0.869,0.117,0.9985
28,clean_article34,0.057,0.837,0.107,0.9708
29,clean_article35,0.035,0.889,0.076,0.855
30,clean_article36,0.018,0.906,0.076,0.9716
31,clean_article37,0.037,0.847,0.116,0.9963
32,clean_article38,0.022,0.918,0.06,0.9531
33,clean_article39,0.067,0.833,0.099,0.9778
34,clean_article4,0.037,0.784,0.179,0.999
35,clean_article40,0.02,0.861,0.119,0.9921
36,clean_article41,0.019,0.833,0.148,0.9949
37,clean_article42,0.066,0.765,0.169,0.9912
38,clean_article43,0.01,0.925,0.065,0.8765
39,clean_article44,0.0,0.942,0.058,0.7845
40,clean_article45,0.165,0.776,0.059,-0.9916
41,clean_article5,0.0,0.641,0.359,0.8122
42,clean_article6,0.037,0.883,0.08,0.9959
43,clean_article7,0.055,0.784,0.161,0.9994
44,clean_article8,0.018,0.938,0.044,0.7506
45,clean_article9,0.056,0.711,0.233,0.9989
