,name,neg,neu,pos,compound
0,clean_article0,0.034,0.913,0.053,0.4404
1,clean_article1,0.0,0.932,0.068,0.9239
2,clean_article10,0.0,0.968,0.032,0.1779
3,clean_article11,0.028,0.882,0.09,0.989
4,clean_article12,0.0,1.0,0.0,0.0
5,clean_article13,0.057,0.759,0.184,0.9979
6,clean_article14,0.0,0.859,0.141,0.9921
7,clean_article15,0.0,0.908,0.092,0.765
8,clean_article16,0.006,0.867,0.128,0.9963
9,clean_article17,0.02,0.893,0.087,0.9656
10,clean_article2,0.004,0.888,0.108,0.9983
11,clean_article3,0.0,0.968,0.032,0.1779
12,clean_article4,0.015,0.9,0.085,0.9887
13,clean_article5,0.026,0.872,0.102,0.985
14,clean_article6,0.057,0.8,0.143,0.9978
15,clean_article7,0.032,0.874,0.094,0.9732
16,clean_article8,0.069,0.82,0.111,0.9935
17,clean_article9,0.052,0.814,0.134,0.9968
