,name,neg,neu,pos,compound
0,clean_article0,0.055,0.777,0.169,0.9894
1,clean_article1,0.026,0.78,0.194,0.9992
2,clean_article10,0.02,0.895,0.085,0.9698
3,clean_article11,0.055,0.848,0.098,0.9976
4,clean_article12,0.025,0.806,0.169,0.9984
5,clean_article13,0.07,0.857,0.072,0.3467
6,clean_article14,0.033,0.905,0.062,0.9285
7,clean_article15,0.06,0.822,0.118,0.9101
8,clean_article16,0.0,0.89,0.11,0.9966
9,clean_article17,0.046,0.912,0.042,0.1027
10,clean_article18,0.014,0.908,0.079,0.9538
11,clean_article19,0.029,0.904,0.067,0.9308
12,clean_article2,0.055,0.873,0.073,0.9132
13,clean_article20,0.039,0.849,0.112,0.9812
14,clean_article21,0.094,0.827,0.08,-0.7003
15,clean_article22,0.039,0.892,0.069,0.9776
16,clean_article23,0.025,0.888,0.087,0.9732
17,clean_article24,0.048,0.771,0.182,0.9977
18,clean_article3,0.065,0.862,0.073,0.7588
19,clean_article4,0.063,0.882,0.055,-0.701
20,clean_article5,0.097,0.841,0.061,-0.8625
21,clean_article6,0.045,0.865,0.09,0.9577
22,clean_article7,0.048,0.952,0.0,-0.1027
23,clean_article8,0.037,0.911,0.052,0.5719
24,clean_article9,0.051,0.893,0.057,0.2023
