,name,neg,neu,pos,compound
0,clean_article0,0.0,0.968,0.032,0.1779
1,clean_article1,0.0,0.0,0.0,0.0
2,clean_article10,0.023,0.925,0.052,0.9067
3,clean_article11,0.063,0.833,0.104,0.9976
4,clean_article12,0.032,0.918,0.05,0.4779
5,clean_article13,0.0,0.816,0.184,0.717
6,clean_article14,0.0,0.816,0.184,0.717
7,clean_article15,0.03,0.835,0.135,0.9916
8,clean_article16,0.05,0.882,0.067,0.7847
9,clean_article17,0.07,0.861,0.069,0.1352
10,clean_article18,0.031,0.865,0.105,0.9782
11,clean_article19,0.0,0.968,0.032,0.1779
12,clean_article2,0.0,0.641,0.359,0.8122
13,clean_article20,0.033,0.862,0.105,0.9891
14,clean_article21,0.02,0.898,0.082,0.9814
15,clean_article22,0.029,0.907,0.064,0.9296
16,clean_article23,0.048,0.857,0.096,0.98
17,clean_article24,0.059,0.823,0.118,0.994
18,clean_article25,0.035,0.878,0.087,0.9914
19,clean_article26,0.026,0.887,0.087,0.9894
20,clean_article27,0.0,0.641,0.359,0.8122
21,clean_article28,0.102,0.86,0.038,-0.9897
22,clean_article29,0.044,0.833,0.123,0.9935
23,clean_article3,0.024,0.855,0.121,0.9995
24,clean_article30,0.015,0.823,0.162,0.9996
25,clean_article31,0.076,0.775,0.149,0.9945
26,clean_article32,0.122,0.754,0.125,-0.2263
27,clean_article33,0.0,0.816,0.184,0.717
28,clean_article34,0.033,0.859,0.108,0.9948
29,clean_article35,0.034,0.896,0.069,0.8862
30,clean_article36,0.012,0.919,0.069,0.9477
31,clean_article37,0.061,0.891,0.047,-0.908
32,clean_article38,0.017,0.873,0.11,0.9918
33,clean_article39,0.032,0.822,0.147,0.9784
34,clean_article4,0.0,0.92,0.08,0.3818
35,clean_article40,0.133,0.763,0.104,-0.1027
36,clean_article41,0.033,0.805,0.161,0.9925
37,clean_article42,0.041,0.856,0.103,0.9865
38,clean_article43,0.05,0.872,0.078,0.0507
39,clean_article44,0.015,0.834,0.151,0.9992
40,clean_article45,0.1,0.837,0.064,-0.8896
41,clean_article46,0.011,0.842,0.147,0.9989
42,clean_article47,0.026,0.868,0.106,0.8092
43,clean_article48,0.035,0.849,0.116,0.9969
44,clean_article49,0.04,0.818,0.142,0.9991
45,clean_article5,0.059,0.848,0.093,0.92
46,clean_article50,0.037,0.919,0.044,0.0258
47,clean_article51,0.0,0.816,0.184,0.717
48,clean_article52,0.029,0.825,0.146,0.9869
49,clean_article53,0.061,0.903,0.036,-0.705
50,clean_article54,0.0,0.875,0.125,0.8555
51,clean_article55,0.016,0.859,0.125,0.9994
52,clean_article56,0.042,0.835,0.123,0.9792
53,clean_article57,0.052,0.84,0.108,0.9793
54,clean_article58,0.073,0.856,0.071,-0.144
55,clean_article59,0.015,0.804,0.181,0.9845
56,clean_article6,0.078,0.827,0.095,0.9375
57,clean_article60,0.044,0.907,0.05,0.0276
58,clean_article61,0.0,0.861,0.139,0.5499
59,clean_article62,0.011,0.842,0.147,0.9986
60,clean_article63,0.068,0.932,0.0,-0.2732
61,clean_article64,0.024,0.902,0.074,0.9824
62,clean_article65,0.016,0.895,0.09,0.9477
63,clean_article66,0.016,0.863,0.121,0.9774
64,clean_article67,0.082,0.889,0.029,-0.8957
65,clean_article68,0.029,0.87,0.101,0.9873
66,clean_article69,0.053,0.846,0.101,0.9675
67,clean_article7,0.15,0.85,0.0,-0.9764
68,clean_article70,0.017,0.897,0.087,0.9758
69,clean_article71,0.03,0.844,0.126,0.9787
70,clean_article72,0.023,0.885,0.092,0.9775
71,clean_article73,0.044,0.803,0.154,0.9992
72,clean_article74,0.039,0.862,0.098,0.9833
73,clean_article75,0.084,0.787,0.129,0.6369
74,clean_article76,0.059,0.837,0.103,0.9993
75,clean_article77,0.049,0.875,0.076,0.4588
76,clean_article78,0.029,0.867,0.104,0.9571
77,clean_article79,0.077,0.82,0.103,0.9039
78,clean_article8,0.065,0.814,0.121,0.9835
79,clean_article80,0.02,0.944,0.036,0.7681
80,clean_article81,0.031,0.86,0.109,0.9924
81,clean_article82,0.053,0.869,0.078,0.4939
82,clean_article83,0.013,0.882,0.105,0.9928
83,clean_article84,0.092,0.82,0.087,-0.4199
84,clean_article85,0.045,0.851,0.104,0.9802
85,clean_article86,0.008,0.859,0.132,0.994
86,clean_article87,0.0,0.816,0.184,0.717
87,clean_article88,0.084,0.849,0.067,-0.8955
88,clean_article89,0.022,0.877,0.1,0.9882
89,clean_article9,0.048,0.845,0.107,0.9971
90,clean_article90,0.0,0.846,0.154,0.9936
