,name,neg,neu,pos,compound
0,clean_article0,0.136,0.819,0.045,-0.9513
1,clean_article1,0.04,0.874,0.085,0.8915
2,clean_article10,0.012,0.835,0.153,0.9912
3,clean_article11,0.111,0.733,0.157,0.1901
4,clean_article12,0.059,0.784,0.157,0.9963
5,clean_article13,0.034,0.838,0.127,0.981
6,clean_article14,0.122,0.754,0.125,-0.2263
7,clean_article15,0.056,0.79,0.154,0.9983
8,clean_article16,0.012,0.848,0.14,0.987
9,clean_article17,0.013,0.889,0.098,0.9701
10,clean_article18,0.023,0.841,0.136,0.9992
11,clean_article19,0.085,0.852,0.063,-0.7774
12,clean_article2,0.0,0.932,0.068,0.4588
13,clean_article20,0.0,0.0,0.0,0.0
14,clean_article21,0.052,0.902,0.046,0.1655
15,clean_article22,0.025,0.869,0.106,0.9778
16,clean_article23,0.049,0.864,0.087,0.9816
17,clean_article24,0.06,0.837,0.104,0.9723
18,clean_article25,0.022,0.908,0.07,0.9868
19,clean_article26,0.016,0.913,0.071,0.9893
20,clean_article27,0.012,0.924,0.064,0.9169
21,clean_article28,0.102,0.741,0.157,0.9253
22,clean_article29,0.022,0.925,0.052,0.9136
23,clean_article3,0.089,0.762,0.149,0.9931
24,clean_article30,0.0,0.918,0.082,0.8718
25,clean_article31,0.073,0.866,0.061,-0.4047
26,clean_article32,0.04,0.912,0.048,0.5106
27,clean_article33,0.006,0.877,0.117,0.9866
28,clean_article34,0.048,0.846,0.106,0.9867
29,clean_article35,0.01,0.942,0.047,0.9325
30,clean_article36,0.016,0.882,0.102,0.9719
31,clean_article37,0.004,0.916,0.08,0.9737
32,clean_article38,0.073,0.889,0.038,-0.9622
33,clean_article39,0.026,0.886,0.087,0.9896
34,clean_article4,0.01,0.927,0.063,0.946
35,clean_article40,0.027,0.896,0.078,0.9852
36,clean_article41,0.018,0.875,0.107,0.987
37,clean_article42,0.033,0.93,0.037,-0.0911
38,clean_article43,0.017,0.897,0.086,0.9796
39,clean_article44,0.031,0.896,0.073,0.947
40,clean_article45,0.018,0.88,0.103,0.9925
41,clean_article46,0.043,0.869,0.088,0.979
42,clean_article47,0.015,0.924,0.061,0.9505
43,clean_article48,0.037,0.828,0.136,0.9947
44,clean_article49,0.007,0.817,0.175,0.9954
45,clean_article5,0.0,0.968,0.032,0.1779
46,clean_article50,0.016,0.882,0.103,0.9929
47,clean_article51,0.005,0.85,0.145,0.9976
48,clean_article52,0.034,0.903,0.063,0.7108
49,clean_article53,0.017,0.87,0.113,0.9922
50,clean_article54,0.021,0.902,0.077,0.9932
51,clean_article55,0.02,0.937,0.043,0.7958
52,clean_article56,0.06,0.809,0.131,0.9853
53,clean_article57,0.033,0.871,0.096,0.9565
54,clean_article58,0.089,0.835,0.076,-0.8222
55,clean_article59,0.033,0.855,0.111,0.9804
56,clean_article6,0.007,0.885,0.108,0.9888
57,clean_article60,0.046,0.748,0.206,0.9988
58,clean_article61,0.087,0.816,0.098,0.2023
59,clean_article62,0.038,0.818,0.144,0.96
60,clean_article63,0.0,1.0,0.0,0.0
61,clean_article64,0.025,0.863,0.112,0.9718
62,clean_article65,0.057,0.871,0.072,0.8481
63,clean_article66,0.029,0.805,0.166,0.9374
64,clean_article67,0.036,0.935,0.029,-0.5106
65,clean_article68,0.045,0.802,0.152,0.9911
66,clean_article69,0.12,0.828,0.052,-0.987
67,clean_article7,0.038,0.88,0.082,0.9815
68,clean_article70,0.031,0.858,0.111,0.9908
69,clean_article71,0.037,0.926,0.037,-0.2263
70,clean_article72,0.032,0.831,0.137,0.9878
71,clean_article73,0.132,0.843,0.026,-0.9705
72,clean_article74,0.095,0.73,0.174,0.9695
73,clean_article75,0.024,0.896,0.08,0.9735
74,clean_article76,0.03,0.914,0.056,0.8154
75,clean_article77,0.0,0.915,0.085,0.6486
76,clean_article78,0.179,0.77,0.05,-0.8968
77,clean_article79,0.122,0.837,0.04,-0.9976
78,clean_article8,0.03,0.896,0.074,0.9274
79,clean_article80,0.04,0.879,0.081,0.8665
80,clean_article81,0.011,0.867,0.122,0.9973
81,clean_article82,0.0,0.816,0.184,0.717
82,clean_article83,0.091,0.812,0.097,-0.2672
83,clean_article84,0.047,0.835,0.119,0.9955
84,clean_article85,0.017,0.831,0.151,0.9337
85,clean_article86,0.047,0.875,0.078,0.7835
86,clean_article9,0.061,0.818,0.121,0.9958
