,name,neg,neu,pos,compound
0,clean_article0,0.048,0.887,0.065,0.9017
1,clean_article1,0.054,0.835,0.111,0.9971
2,clean_article10,0.0,0.816,0.184,0.717
3,clean_article11,0.027,0.908,0.064,0.9789
4,clean_article12,0.05,0.874,0.077,0.8377
5,clean_article13,0.064,0.887,0.049,-0.7906
6,clean_article14,0.007,0.899,0.094,0.9263
7,clean_article15,0.011,0.905,0.084,0.9694
8,clean_article16,0.007,0.848,0.144,0.9892
9,clean_article17,0.072,0.871,0.057,-0.8258
10,clean_article18,0.014,0.89,0.095,0.9736
11,clean_article19,0.011,0.955,0.034,0.775
12,clean_article2,0.07,0.817,0.113,0.9976
13,clean_article20,0.0,0.825,0.175,0.996
14,clean_article21,0.0,0.872,0.128,0.9928
15,clean_article22,0.0,0.641,0.359,0.8122
16,clean_article23,0.077,0.859,0.064,-0.7828
17,clean_article24,0.0,1.0,0.0,0.0
18,clean_article25,0.068,0.932,0.0,-0.2732
19,clean_article26,0.101,0.75,0.149,0.9227
20,clean_article27,0.018,0.913,0.068,0.9484
21,clean_article28,0.0,0.846,0.154,0.9965
22,clean_article29,0.023,0.839,0.138,0.9981
23,clean_article3,0.03,0.896,0.074,0.9818
24,clean_article30,0.043,0.882,0.076,0.9409
25,clean_article31,0.027,0.896,0.077,0.9639
26,clean_article32,0.021,0.924,0.054,0.9748
27,clean_article33,0.042,0.853,0.105,0.9873
28,clean_article34,0.027,0.868,0.105,0.9994
29,clean_article35,0.03,0.868,0.102,0.9615
30,clean_article36,0.06,0.862,0.078,0.4727
31,clean_article37,0.046,0.906,0.048,-0.4758
32,clean_article38,0.046,0.83,0.124,0.9992
33,clean_article39,0.013,0.936,0.052,0.9241
34,clean_article4,0.009,0.945,0.046,0.891
35,clean_article40,0.029,0.805,0.166,0.9927
36,clean_article41,0.024,0.882,0.094,0.995
37,clean_article42,0.01,0.781,0.209,0.9994
38,clean_article43,0.0,0.0,0.0,0.0
39,clean_article44,0.05,0.823,0.127,0.9985
40,clean_article45,0.022,0.891,0.087,0.9037
41,clean_article46,0.009,0.935,0.056,0.9589
42,clean_article47,0.0,0.0,0.0,0.0
43,clean_article48,0.045,0.932,0.022,-0.7351
44,clean_article49,0.105,0.794,0.102,-0.9155
45,clean_article5,0.098,0.831,0.07,-0.9171
46,clean_article50,0.029,0.807,0.163,0.9994
47,clean_article51,0.028,0.882,0.09,0.9887
48,clean_article52,0.033,0.857,0.11,0.9849
49,clean_article53,0.068,0.866,0.067,0.0994
50,clean_article54,0.0,0.0,0.0,0.0
51,clean_article55,0.022,0.87,0.109,0.9998
52,clean_article56,0.03,0.868,0.102,0.9983
53,clean_article57,0.085,0.836,0.078,-0.739
54,clean_article58,0.042,0.884,0.074,0.8439
55,clean_article59,0.046,0.841,0.114,0.9786
56,clean_article6,0.073,0.877,0.049,-0.9156
57,clean_article60,0.016,0.936,0.048,0.9359
58,clean_article61,0.03,0.856,0.114,0.8555
59,clean_article62,0.031,0.849,0.12,0.9963
60,clean_article63,0.0,0.927,0.073,0.8658
61,clean_article64,0.036,0.863,0.101,0.9863
62,clean_article65,0.09,0.876,0.033,-0.8269
63,clean_article66,0.116,0.848,0.036,-0.9879
64,clean_article67,0.023,0.936,0.041,0.765
65,clean_article68,0.0,0.968,0.032,0.1779
66,clean_article69,0.062,0.824,0.114,0.9249
67,clean_article7,0.0,0.968,0.032,0.1779
68,clean_article70,0.03,0.899,0.07,0.977
69,clean_article71,0.0,0.943,0.057,0.926
70,clean_article72,0.076,0.858,0.066,-0.2462
71,clean_article73,0.08,0.836,0.084,0.6572
72,clean_article74,0.039,0.806,0.155,0.9974
73,clean_article75,0.0,0.887,0.113,0.1027
74,clean_article76,0.029,0.91,0.061,0.8932
75,clean_article77,0.0,1.0,0.0,0.0
76,clean_article78,0.099,0.79,0.111,0.5791
77,clean_article79,0.031,0.864,0.105,0.9982
78,clean_article8,0.047,0.902,0.051,0.1217
79,clean_article80,0.029,0.913,0.058,0.8381
80,clean_article81,0.039,0.846,0.115,0.9778
81,clean_article82,0.0,0.769,0.231,0.5106
82,clean_article83,0.0,1.0,0.0,0.0
83,clean_article84,0.019,0.827,0.154,0.9988
84,clean_article85,0.028,0.851,0.12,0.9876
85,clean_article86,0.043,0.869,0.088,0.9971
86,clean_article87,0.013,0.718,0.269,0.9996
87,clean_article88,0.025,0.903,0.072,0.9371
88,clean_article89,0.013,0.718,0.269,0.9996
89,clean_article9,0.0,0.96,0.04,0.7579
90,clean_article90,0.025,0.903,0.072,0.9371
