,name,neg,neu,pos,compound
0,clean_article0,0.117,0.883,0.0,-0.7218
1,clean_article1,0.0,0.933,0.067,0.936
2,clean_article10,0.007,0.896,0.097,0.9951
3,clean_article11,0.048,0.763,0.189,0.9996
4,clean_article12,0.025,0.687,0.288,0.9939
5,clean_article13,0.017,0.849,0.134,0.9974
6,clean_article14,0.078,0.847,0.075,-0.5698
7,clean_article15,0.022,0.757,0.221,0.9999
8,clean_article16,0.05,0.95,0.0,-0.4019
9,clean_article2,0.066,0.847,0.087,0.4539
10,clean_article3,0.008,0.903,0.089,0.9683
11,clean_article4,0.033,0.731,0.236,0.9969
12,clean_article5,0.06,0.822,0.118,0.9992
13,clean_article6,0.032,0.842,0.126,0.9913
14,clean_article7,0.0,0.88,0.12,0.9945
15,clean_article8,0.065,0.901,0.034,-0.8042
16,clean_article9,0.025,0.839,0.137,0.9987
