,name,neg,neu,pos,compound
0,clean_article0,0.049,0.895,0.056,0.7293
1,clean_article1,0.033,0.905,0.061,0.9186
2,clean_article10,0.0,0.799,0.201,0.911
3,clean_article11,0.025,0.88,0.095,0.9888
4,clean_article12,0.004,0.923,0.073,0.9648
5,clean_article13,0.13,0.845,0.025,-0.8442
6,clean_article14,0.0,0.816,0.184,0.717
7,clean_article15,0.04,0.862,0.098,0.8979
8,clean_article16,0.024,0.847,0.129,0.9716
9,clean_article17,0.017,0.831,0.151,0.9337
10,clean_article18,0.055,0.867,0.078,0.9113
11,clean_article19,0.079,0.848,0.073,-0.8621
12,clean_article2,0.045,0.905,0.051,-0.0258
13,clean_article20,0.053,0.838,0.109,0.9988
14,clean_article21,0.016,0.878,0.107,0.9885
15,clean_article22,0.039,0.871,0.091,0.9854
16,clean_article23,0.063,0.847,0.09,0.9702
17,clean_article24,0.068,0.932,0.0,-0.2732
18,clean_article25,0.013,0.862,0.125,0.9873
19,clean_article26,0.036,0.915,0.049,0.5859
20,clean_article27,0.068,0.854,0.079,0.9659
21,clean_article28,0.068,0.854,0.079,0.9659
22,clean_article3,0.063,0.818,0.119,0.9611
23,clean_article4,0.019,0.891,0.091,0.9943
24,clean_article5,0.06,0.811,0.129,0.9856
25,clean_article6,0.059,0.895,0.046,-0.0516
26,clean_article7,0.0,0.816,0.184,0.717
27,clean_article8,0.07,0.87,0.06,-0.6522
28,clean_article9,0.051,0.9,0.049,-0.5363
