,name,neg,neu,pos,compound
0,clean_article0,0.019,0.874,0.107,0.9913
1,clean_article1,0.023,0.906,0.072,0.9825
2,clean_article10,0.015,0.912,0.073,0.9677
3,clean_article11,0.028,0.863,0.109,0.9943
4,clean_article12,0.03,0.825,0.146,0.9979
5,clean_article13,0.014,0.911,0.075,0.9826
6,clean_article14,0.043,0.884,0.073,0.8617
7,clean_article15,0.039,0.885,0.075,0.974
8,clean_article16,0.0,0.912,0.088,0.9657
9,clean_article17,0.036,0.839,0.125,0.9994
10,clean_article18,0.069,0.887,0.044,-0.9613
11,clean_article19,0.069,0.887,0.044,-0.9613
12,clean_article2,0.07,0.806,0.125,0.9934
13,clean_article3,0.0,0.816,0.184,0.717
14,clean_article4,0.052,0.798,0.15,0.999
15,clean_article5,0.0,0.641,0.359,0.8122
16,clean_article6,0.038,0.847,0.115,0.9973
17,clean_article7,0.02,0.924,0.056,0.9299
18,clean_article8,0.05,0.898,0.052,0.0633
19,clean_article9,0.041,0.827,0.132,0.9993
