,name,neg,neu,pos,compound
0,clean_article0,0.033,0.894,0.073,0.8977
1,clean_article1,0.0,0.922,0.078,0.3182
2,clean_article10,0.038,0.866,0.097,0.9894
3,clean_article11,0.01,0.895,0.096,0.9953
4,clean_article12,0.014,0.923,0.063,0.9742
5,clean_article13,0.032,0.925,0.042,0.7474
6,clean_article2,0.069,0.815,0.116,0.9921
7,clean_article3,0.021,0.875,0.103,0.9965
8,clean_article4,0.033,0.817,0.15,0.9953
9,clean_article5,0.02,0.834,0.146,0.9877
10,clean_article6,0.038,0.799,0.163,0.9993
11,clean_article7,0.009,0.943,0.048,0.9381
12,clean_article8,0.021,0.885,0.094,0.9971
13,clean_article9,0.048,0.852,0.1,0.9705
