,name,neg,neu,pos,compound
0,clean_article0,0.025,0.936,0.039,0.296
1,clean_article1,0.044,0.892,0.064,0.4445
2,clean_article10,0.0,0.816,0.184,0.717
3,clean_article11,0.028,0.817,0.155,0.9986
4,clean_article12,0.04,0.829,0.131,0.9918
5,clean_article13,0.077,0.817,0.106,0.9638
6,clean_article14,0.022,0.881,0.097,0.9974
7,clean_article15,0.071,0.813,0.116,0.9866
8,clean_article16,0.044,0.842,0.114,0.9919
9,clean_article17,0.052,0.852,0.097,0.9775
10,clean_article18,0.124,0.782,0.094,-0.9763
11,clean_article19,0.039,0.847,0.114,0.993
12,clean_article2,0.036,0.88,0.083,0.9809
13,clean_article20,0.094,0.781,0.125,0.8937
14,clean_article21,0.0,0.0,0.0,0.0
15,clean_article22,0.086,0.899,0.014,-0.9682
16,clean_article23,0.026,0.805,0.169,0.998
17,clean_article24,0.039,0.796,0.165,0.9942
18,clean_article25,0.052,0.879,0.069,0.8985
19,clean_article26,0.024,0.904,0.072,0.9833
20,clean_article27,0.048,0.829,0.123,0.9914
21,clean_article28,0.049,0.899,0.052,0.5109
22,clean_article29,0.098,0.775,0.127,0.7331
23,clean_article3,0.045,0.835,0.119,0.9675
24,clean_article4,0.046,0.849,0.105,0.9744
25,clean_article5,0.03,0.881,0.088,0.956
26,clean_article6,0.0,0.816,0.184,0.717
27,clean_article7,0.052,0.79,0.157,0.988
28,clean_article8,0.045,0.802,0.152,0.9932
29,clean_article9,0.036,0.882,0.083,0.9872
