,name,neg,neu,pos,compound
0,clean_article0,0.062,0.848,0.09,0.9416
1,clean_article1,0.046,0.935,0.019,-0.5267
2,clean_article10,0.147,0.723,0.13,-0.9402
3,clean_article11,0.047,0.83,0.124,0.891
4,clean_article12,0.0,0.968,0.032,0.1779
5,clean_article13,0.022,0.929,0.049,0.8693
6,clean_article14,0.035,0.879,0.086,0.9942
7,clean_article15,0.0,0.816,0.184,0.717
8,clean_article16,0.109,0.819,0.072,-0.9552
9,clean_article17,0.0,0.641,0.359,0.8122
10,clean_article18,0.052,0.888,0.06,0.6314
11,clean_article19,0.052,0.831,0.116,0.9964
12,clean_article2,0.045,0.854,0.101,0.9945
13,clean_article20,0.0,0.816,0.184,0.717
14,clean_article21,0.058,0.86,0.083,0.9068
15,clean_article22,0.044,0.875,0.081,0.9524
16,clean_article23,0.037,0.877,0.086,0.9902
17,clean_article24,0.103,0.764,0.133,0.296
18,clean_article25,0.058,0.892,0.05,-0.4939
19,clean_article26,0.04,0.898,0.062,0.8647
20,clean_article27,0.062,0.845,0.094,0.823
21,clean_article28,0.0,0.816,0.184,0.717
22,clean_article29,0.05,0.81,0.14,0.9739
23,clean_article3,0.103,0.764,0.133,0.296
24,clean_article30,0.033,0.836,0.131,0.9985
25,clean_article31,0.0,0.816,0.184,0.717
26,clean_article32,0.0,0.816,0.184,0.717
27,clean_article33,0.064,0.831,0.105,0.9981
28,clean_article34,0.047,0.953,0.0,-0.4939
29,clean_article35,0.044,0.841,0.115,0.9791
30,clean_article36,0.036,0.919,0.045,0.8898
31,clean_article37,0.036,0.86,0.104,0.9983
32,clean_article38,0.0,0.816,0.184,0.717
33,clean_article39,0.103,0.764,0.133,0.296
34,clean_article4,0.0,0.816,0.184,0.717
35,clean_article40,0.014,0.939,0.047,0.8473
36,clean_article41,0.013,0.913,0.074,0.9153
37,clean_article42,0.0,1.0,0.0,0.0
38,clean_article43,0.053,0.839,0.109,0.9925
39,clean_article44,0.101,0.87,0.029,-0.9224
40,clean_article45,0.074,0.845,0.082,0.8242
41,clean_article46,0.006,0.885,0.109,0.9934
42,clean_article47,0.051,0.825,0.124,0.9811
43,clean_article48,0.035,0.766,0.2,0.999
44,clean_article49,0.039,0.749,0.212,0.9994
45,clean_article5,0.031,0.913,0.056,0.8294
46,clean_article50,0.0,0.816,0.184,0.717
47,clean_article51,0.0,0.778,0.222,0.5719
48,clean_article52,0.052,0.825,0.123,0.9917
49,clean_article53,0.036,0.869,0.095,0.9702
50,clean_article54,0.054,0.861,0.084,0.7184
51,clean_article55,0.065,0.856,0.079,0.8074
52,clean_article56,0.037,0.904,0.059,0.7114
53,clean_article57,0.111,0.889,0.0,-0.5413
54,clean_article58,0.058,0.785,0.157,0.9995
55,clean_article59,0.032,0.844,0.124,0.992
56,clean_article6,0.045,0.847,0.109,0.9977
57,clean_article60,0.1,0.785,0.115,0.9005
58,clean_article61,0.04,0.843,0.117,0.9851
59,clean_article62,0.036,0.84,0.125,0.999
60,clean_article63,0.082,0.85,0.068,-0.7921
61,clean_article64,0.0,0.816,0.184,0.717
62,clean_article65,0.0,0.661,0.339,0.9853
63,clean_article66,0.151,0.789,0.06,-0.9926
64,clean_article67,0.029,0.935,0.036,0.3818
65,clean_article68,0.0,0.816,0.184,0.717
66,clean_article69,0.125,0.779,0.096,-0.9965
67,clean_article7,0.158,0.811,0.032,-0.9184
68,clean_article70,0.045,0.886,0.069,0.6412
69,clean_article71,0.022,0.898,0.08,0.936
70,clean_article72,0.016,0.785,0.199,0.9993
71,clean_article73,0.058,0.887,0.055,-0.0213
72,clean_article74,0.0,0.816,0.184,0.717
73,clean_article75,0.016,0.931,0.053,0.7506
74,clean_article76,0.015,0.83,0.155,0.997
75,clean_article77,0.053,0.861,0.086,0.9871
76,clean_article78,0.105,0.773,0.122,0.9065
77,clean_article79,0.172,0.741,0.086,-0.999
78,clean_article8,0.0,0.968,0.032,0.1779
79,clean_article80,0.086,0.814,0.1,0.796
80,clean_article81,0.027,0.885,0.089,0.9578
81,clean_article82,0.0,0.906,0.094,0.9497
82,clean_article83,0.103,0.764,0.133,0.296
83,clean_article84,0.0,0.816,0.184,0.717
84,clean_article85,0.03,0.849,0.12,0.9973
85,clean_article86,0.004,0.942,0.054,0.9298
86,clean_article87,0.0,0.0,0.0,0.0
87,clean_article88,0.06,0.857,0.083,0.8965
88,clean_article89,0.05,0.846,0.104,0.956
89,clean_article9,0.039,0.905,0.056,0.8428
90,clean_article90,0.057,0.873,0.071,0.9778
