,name,neg,neu,pos,compound
0,clean_article0,0.103,0.764,0.133,0.296
1,clean_article1,0.104,0.896,0.0,-0.6369
2,clean_article10,0.004,0.859,0.137,0.9918
3,clean_article11,0.015,0.899,0.087,0.9217
4,clean_article12,0.059,0.808,0.133,0.9868
5,clean_article13,0.066,0.855,0.08,0.9774
6,clean_article14,0.033,0.867,0.1,0.9817
7,clean_article15,0.024,0.89,0.086,0.9897
8,clean_article16,0.034,0.857,0.109,0.9986
9,clean_article17,0.071,0.872,0.058,-0.7162
10,clean_article18,0.052,0.87,0.078,0.435
11,clean_article19,0.021,0.876,0.102,0.9081
12,clean_article2,0.0,1.0,0.0,0.0
13,clean_article20,0.022,0.92,0.059,0.9709
14,clean_article21,0.086,0.849,0.065,-0.2732
15,clean_article22,0.06,0.834,0.107,0.9964
16,clean_article23,0.015,0.769,0.216,0.9983
17,clean_article24,0.048,0.924,0.027,-0.4472
18,clean_article25,0.018,0.874,0.108,0.9906
19,clean_article26,0.022,0.923,0.056,0.9738
20,clean_article27,0.089,0.792,0.119,-0.2617
21,clean_article28,0.081,0.846,0.073,-0.5439
22,clean_article29,0.093,0.84,0.067,-0.8591
23,clean_article3,0.02,0.921,0.059,0.9743
24,clean_article30,0.024,0.89,0.085,0.9965
25,clean_article31,0.023,0.922,0.055,0.8945
26,clean_article32,0.075,0.83,0.095,0.8466
27,clean_article33,0.011,0.941,0.048,0.6249
28,clean_article34,0.011,0.906,0.083,0.9896
29,clean_article35,0.064,0.816,0.12,0.9972
30,clean_article36,0.054,0.874,0.072,0.3156
31,clean_article37,0.013,0.896,0.091,0.9816
32,clean_article38,0.116,0.847,0.037,-0.994
33,clean_article39,0.043,0.807,0.15,0.9894
34,clean_article4,0.027,0.865,0.108,0.999
35,clean_article40,0.056,0.897,0.047,0.6678
36,clean_article41,0.0,0.835,0.165,0.9982
37,clean_article42,0.027,0.903,0.07,0.9524
38,clean_article43,0.058,0.86,0.081,0.9856
39,clean_article44,0.028,0.862,0.11,0.9854
40,clean_article45,0.034,0.891,0.076,0.9272
41,clean_article46,0.039,0.87,0.091,0.9889
42,clean_article47,0.101,0.791,0.108,0.1245
43,clean_article48,0.028,0.904,0.068,0.957
44,clean_article49,0.15,0.777,0.072,-0.9904
45,clean_article5,0.04,0.874,0.086,0.9689
46,clean_article50,0.039,0.912,0.049,0.4391
47,clean_article51,0.0,0.892,0.108,0.765
48,clean_article52,0.022,0.871,0.106,0.9788
49,clean_article53,0.007,0.883,0.11,0.9883
50,clean_article54,0.076,0.762,0.163,0.9748
51,clean_article55,0.0,1.0,0.0,0.0
52,clean_article6,0.02,0.921,0.059,0.9743
53,clean_article7,0.032,0.87,0.098,0.9948
54,clean_article8,0.026,0.823,0.152,0.9986
55,clean_article9,0.072,0.81,0.118,0.9941
