,name,neg,neu,pos,compound
0,clean_article0,0.044,0.865,0.091,0.9884
1,clean_article1,0.083,0.806,0.112,0.9785
2,clean_article10,0.0,0.968,0.032,0.1779
3,clean_article11,0.022,0.873,0.105,0.9565
4,clean_article12,0.02,0.835,0.144,0.9922
5,clean_article13,0.032,0.886,0.082,0.9889
6,clean_article14,0.036,0.806,0.158,0.9995
7,clean_article15,0.0,0.944,0.056,0.8582
8,clean_article16,0.0,0.912,0.088,0.6697
9,clean_article17,0.022,0.889,0.09,0.9719
10,clean_article18,0.043,0.877,0.08,0.9432
11,clean_article2,0.062,0.85,0.088,0.9825
12,clean_article3,0.078,0.835,0.087,0.2064
13,clean_article4,0.067,0.801,0.132,0.9932
14,clean_article5,0.051,0.882,0.067,0.765
15,clean_article6,0.009,0.893,0.098,0.9817
16,clean_article7,0.0,0.816,0.184,0.717
17,clean_article8,0.0,0.641,0.359,0.8122
18,clean_article9,0.013,0.889,0.098,0.9857
