,name,neg,neu,pos,compound
0,clean_article0,0.041,0.847,0.113,0.9954
1,clean_article1,0.0,0.816,0.184,0.717
2,clean_article10,0.03,0.889,0.081,0.8547
3,clean_article11,0.171,0.757,0.072,-0.9978
4,clean_article12,0.0,0.816,0.184,0.717
5,clean_article13,0.08,0.796,0.124,0.9946
6,clean_article14,0.043,0.911,0.046,-0.2262
7,clean_article15,0.0,0.878,0.122,0.8908
8,clean_article16,0.0,0.816,0.184,0.717
9,clean_article17,0.005,0.933,0.061,0.9496
10,clean_article18,0.0,0.895,0.105,0.8074
11,clean_article19,0.09,0.851,0.058,-0.8709
12,clean_article2,0.035,0.85,0.115,0.9795
13,clean_article20,0.074,0.796,0.129,0.9919
14,clean_article3,0.026,0.829,0.145,0.9973
15,clean_article4,0.064,0.868,0.067,0.2467
16,clean_article5,0.0,0.816,0.184,0.717
17,clean_article6,0.063,0.846,0.091,0.9443
18,clean_article7,0.117,0.764,0.12,0.2412
19,clean_article8,0.036,0.898,0.066,0.9239
20,clean_article9,0.037,0.901,0.061,0.2533
