,name,neg,neu,pos,compound
0,clean_article0,0.044,0.776,0.18,0.9992
1,clean_article1,0.0,0.641,0.359,0.8122
2,clean_article10,0.048,0.862,0.09,0.9666
3,clean_article11,0.008,0.87,0.122,0.9774
4,clean_article12,0.032,0.9,0.068,0.8658
5,clean_article13,0.09,0.828,0.082,-0.8645
6,clean_article14,0.011,0.893,0.095,0.9915
7,clean_article15,0.035,0.795,0.169,0.9884
8,clean_article16,0.047,0.855,0.098,0.9961
9,clean_article17,0.054,0.809,0.137,0.9931
10,clean_article18,0.057,0.864,0.079,0.8811
11,clean_article19,0.058,0.882,0.06,-0.0836
12,clean_article2,0.019,0.848,0.133,0.9793
13,clean_article20,0.027,0.917,0.056,0.8689
14,clean_article21,0.019,0.877,0.104,0.9929
15,clean_article22,0.076,0.846,0.078,-0.7235
16,clean_article23,0.006,0.87,0.124,0.9988
17,clean_article24,0.0,0.917,0.083,0.4215
18,clean_article25,0.073,0.803,0.124,0.9877
19,clean_article26,0.017,0.916,0.066,0.9889
20,clean_article27,0.0,0.816,0.184,0.717
21,clean_article28,0.037,0.815,0.148,0.9978
22,clean_article29,0.044,0.836,0.121,0.9979
23,clean_article3,0.038,0.902,0.06,0.7875
24,clean_article30,0.131,0.809,0.06,-0.9294
25,clean_article31,0.048,0.824,0.128,0.9957
26,clean_article32,0.036,0.78,0.184,0.9989
27,clean_article33,0.024,0.838,0.138,0.9849
28,clean_article34,0.016,0.916,0.068,0.967
29,clean_article35,0.0,0.968,0.032,0.1779
30,clean_article36,0.048,0.863,0.09,0.9633
31,clean_article37,0.039,0.902,0.059,0.5864
32,clean_article38,0.0,0.908,0.092,0.8555
33,clean_article39,0.054,0.874,0.072,0.3156
34,clean_article4,0.021,0.832,0.147,0.9862
35,clean_article40,0.051,0.844,0.105,0.9635
36,clean_article41,0.032,0.812,0.157,0.9981
37,clean_article42,0.018,0.921,0.061,0.9571
38,clean_article43,0.098,0.74,0.163,0.9787
39,clean_article44,0.048,0.891,0.061,0.2363
40,clean_article45,0.003,0.866,0.131,0.9928
41,clean_article46,0.03,0.836,0.134,0.9893
42,clean_article47,0.061,0.826,0.113,0.9738
43,clean_article48,0.036,0.915,0.048,0.2263
44,clean_article49,0.042,0.871,0.087,0.9953
45,clean_article5,0.019,0.917,0.063,0.9144
46,clean_article50,0.062,0.791,0.147,0.9844
47,clean_article51,0.062,0.839,0.099,0.8932
48,clean_article52,0.025,0.919,0.056,0.5267
49,clean_article53,0.023,0.866,0.111,0.9825
50,clean_article54,0.096,0.801,0.103,0.6716
51,clean_article55,0.063,0.795,0.142,0.9854
52,clean_article56,0.015,0.833,0.152,0.9982
53,clean_article57,0.049,0.835,0.116,0.996
54,clean_article58,0.0,0.942,0.058,0.4215
55,clean_article59,0.01,0.862,0.128,0.9937
56,clean_article6,0.176,0.824,0.0,-0.4939
57,clean_article60,0.0,0.891,0.109,0.9926
58,clean_article61,0.005,0.927,0.068,0.9441
59,clean_article62,0.035,0.906,0.059,0.8134
60,clean_article7,0.057,0.814,0.129,0.9985
61,clean_article8,0.035,0.865,0.1,0.9839
62,clean_article9,0.037,0.851,0.112,0.9982
