,name,neg,neu,pos,compound
0,clean_article0,0.038,0.888,0.074,0.9418
1,clean_article1,0.01,0.912,0.078,0.9259
2,clean_article10,0.052,0.856,0.092,0.9489
3,clean_article11,0.043,0.726,0.23,0.9934
4,clean_article12,0.088,0.862,0.05,-0.8928
5,clean_article13,0.073,0.81,0.117,0.9963
6,clean_article14,0.06,0.869,0.071,0.9624
7,clean_article2,0.013,0.943,0.044,0.683
8,clean_article3,0.019,0.884,0.098,0.9961
9,clean_article4,0.054,0.872,0.074,0.9853
10,clean_article5,0.0,0.816,0.184,0.717
11,clean_article6,0.0,0.816,0.184,0.717
12,clean_article7,0.035,0.875,0.091,0.986
13,clean_article8,0.025,0.87,0.105,0.9983
14,clean_article9,0.029,0.876,0.095,0.996
