,name,neg,neu,pos,compound
0,clean_article0,0.03,0.871,0.099,0.9538
1,clean_article1,0.0,0.816,0.184,0.717
2,clean_article10,0.033,0.907,0.06,0.924
3,clean_article11,0.0,0.816,0.184,0.717
4,clean_article12,0.034,0.916,0.049,0.8016
5,clean_article13,0.003,0.803,0.194,0.9984
6,clean_article14,0.008,0.897,0.095,0.9819
7,clean_article15,0.046,0.889,0.066,0.7161
8,clean_article16,0.011,0.91,0.079,0.9882
9,clean_article17,0.051,0.845,0.104,0.9862
10,clean_article2,0.042,0.844,0.114,0.9977
11,clean_article3,0.068,0.932,0.0,-0.2732
12,clean_article4,0.01,0.835,0.154,0.9989
13,clean_article5,0.02,0.842,0.138,0.9916
14,clean_article6,0.012,0.942,0.046,0.8481
15,clean_article7,0.062,0.86,0.079,0.8881
16,clean_article8,0.0,0.856,0.144,0.836
17,clean_article9,0.003,0.865,0.133,0.9973
