,name,neg,neu,pos,compound
0,clean_article0,0.056,0.866,0.078,0.8856
1,clean_article1,0.095,0.87,0.035,-0.9779
2,clean_article10,0.064,0.855,0.081,0.8473
3,clean_article11,0.025,0.935,0.039,0.3182
4,clean_article12,0.056,0.818,0.126,0.9825
5,clean_article13,0.0,0.954,0.046,0.8869
6,clean_article14,0.04,0.907,0.054,0.167
7,clean_article15,0.039,0.832,0.128,0.9976
8,clean_article16,0.016,0.857,0.127,0.9809
9,clean_article17,0.035,0.853,0.113,0.9805
10,clean_article18,0.0,0.968,0.032,0.1779
11,clean_article19,0.025,0.881,0.095,0.9984
12,clean_article2,0.065,0.824,0.111,0.9996
13,clean_article20,0.081,0.806,0.113,0.9432
14,clean_article21,0.007,0.897,0.095,0.9962
15,clean_article22,0.028,0.836,0.136,0.9926
16,clean_article23,0.004,0.918,0.078,0.9947
17,clean_article24,0.032,0.832,0.136,0.9834
18,clean_article25,0.046,0.841,0.113,0.9981
19,clean_article26,0.039,0.893,0.068,0.8205
20,clean_article27,0.048,0.849,0.104,0.9904
21,clean_article28,0.039,0.871,0.09,0.9959
22,clean_article29,0.035,0.884,0.081,0.9841
23,clean_article3,0.084,0.877,0.039,-0.9171
24,clean_article30,0.04,0.868,0.092,0.9625
25,clean_article31,0.029,0.857,0.114,0.9962
26,clean_article32,0.012,0.865,0.122,0.9977
27,clean_article33,0.066,0.866,0.068,0.5358
28,clean_article34,0.021,0.841,0.138,0.9918
29,clean_article35,0.044,0.868,0.088,0.9413
30,clean_article36,0.018,0.885,0.097,0.9948
31,clean_article37,0.07,0.86,0.07,-0.2282
32,clean_article38,0.04,0.862,0.099,0.9846
33,clean_article39,0.015,0.936,0.049,0.93
34,clean_article4,0.033,0.869,0.098,0.9963
35,clean_article40,0.094,0.856,0.05,-0.9526
36,clean_article41,0.107,0.797,0.096,-0.9602
37,clean_article42,0.05,0.763,0.187,0.9986
38,clean_article43,0.065,0.88,0.055,-0.4781
39,clean_article44,0.021,0.854,0.125,0.9996
40,clean_article45,0.052,0.8,0.149,0.9959
41,clean_article46,0.104,0.745,0.151,0.9952
42,clean_article47,0.0,0.816,0.184,0.717
43,clean_article48,0.033,0.912,0.056,0.9892
44,clean_article49,0.063,0.859,0.078,0.3535
45,clean_article5,0.0,0.968,0.032,0.1779
46,clean_article50,0.069,0.843,0.087,0.7755
47,clean_article51,0.167,0.793,0.04,-0.8834
48,clean_article52,0.016,0.943,0.041,0.5994
49,clean_article53,0.043,0.819,0.138,0.9993
50,clean_article54,0.038,0.864,0.098,0.9976
51,clean_article55,0.062,0.873,0.066,0.7411
52,clean_article56,0.076,0.858,0.066,-0.2462
53,clean_article57,0.073,0.88,0.047,-0.8126
54,clean_article58,0.042,0.842,0.116,0.9991
55,clean_article59,0.116,0.789,0.095,-0.9443
56,clean_article6,0.06,0.872,0.067,0.7819
57,clean_article60,0.046,0.83,0.124,0.9915
58,clean_article61,0.052,0.844,0.104,0.0258
59,clean_article62,0.012,0.941,0.047,0.6369
60,clean_article63,0.07,0.842,0.089,0.6753
61,clean_article64,0.104,0.838,0.057,-0.9742
62,clean_article65,0.099,0.836,0.065,-0.9801
63,clean_article66,0.078,0.852,0.07,0.4627
64,clean_article67,0.066,0.902,0.032,-0.8362
65,clean_article68,0.088,0.806,0.106,0.9275
66,clean_article69,0.125,0.838,0.037,-0.9808
67,clean_article7,0.092,0.837,0.07,-0.9178
68,clean_article70,0.032,0.874,0.093,0.9976
69,clean_article71,0.265,0.735,0.0,-0.5574
70,clean_article72,0.057,0.852,0.09,0.9609
71,clean_article73,0.0,0.816,0.184,0.717
72,clean_article74,0.065,0.834,0.102,0.9652
73,clean_article75,0.03,0.89,0.08,0.9973
74,clean_article76,0.035,0.847,0.117,0.992
75,clean_article77,0.021,0.86,0.118,0.989
76,clean_article78,0.052,0.89,0.057,-0.0927
77,clean_article79,0.015,0.858,0.127,0.9949
78,clean_article8,0.03,0.872,0.097,0.9638
79,clean_article80,0.009,0.879,0.112,0.9939
80,clean_article81,0.019,0.882,0.099,0.99
81,clean_article82,0.026,0.768,0.206,0.9326
82,clean_article83,0.048,0.862,0.09,0.9988
83,clean_article84,0.0,1.0,0.0,0.0
84,clean_article85,0.118,0.769,0.113,-0.8426
85,clean_article86,0.0,0.0,0.0,0.0
86,clean_article87,0.012,0.866,0.122,0.9992
87,clean_article88,0.039,0.887,0.074,0.9062
88,clean_article89,0.0,0.641,0.359,0.8122
89,clean_article9,0.0,0.821,0.179,0.9751
90,clean_article90,0.068,0.885,0.047,-0.8858
91,clean_article91,0.04,0.921,0.038,0.0772
92,clean_article92,0.032,0.858,0.11,0.9672
93,clean_article93,0.091,0.835,0.074,-0.6363
94,clean_article94,0.03,0.89,0.08,0.9688
95,clean_article95,0.048,0.886,0.066,0.81
96,clean_article96,0.054,0.793,0.153,0.9955
