,name,neg,neu,pos,compound
0,clean_article0,0.059,0.856,0.085,0.9703
1,clean_article1,0.0,0.816,0.184,0.717
2,clean_article10,0.0,0.855,0.145,0.5563
3,clean_article11,0.0,1.0,0.0,0.0
4,clean_article12,0.035,0.818,0.147,0.9979
5,clean_article13,0.096,0.849,0.055,-0.9899
6,clean_article14,0.066,0.837,0.097,0.9614
7,clean_article15,0.0,0.641,0.359,0.8122
8,clean_article16,0.0,0.816,0.184,0.717
9,clean_article17,0.066,0.81,0.124,0.93
10,clean_article18,0.032,0.833,0.135,0.9954
11,clean_article19,0.016,0.923,0.06,0.9623
12,clean_article2,0.059,0.833,0.108,0.9989
13,clean_article20,0.035,0.815,0.15,0.9999
14,clean_article21,0.004,0.871,0.125,0.9922
15,clean_article22,0.043,0.901,0.056,0.8669
16,clean_article23,0.033,0.852,0.115,0.9981
17,clean_article24,0.006,0.925,0.068,0.9354
18,clean_article25,0.014,0.777,0.209,0.9974
19,clean_article26,0.048,0.871,0.081,0.9574
20,clean_article27,0.026,0.879,0.095,0.9788
21,clean_article28,0.01,0.728,0.262,0.9993
22,clean_article29,0.008,0.826,0.166,0.9897
23,clean_article3,0.103,0.764,0.133,0.296
24,clean_article30,0.056,0.881,0.062,0.1754
25,clean_article31,0.08,0.817,0.103,0.9675
26,clean_article32,0.05,0.838,0.112,0.9657
27,clean_article33,0.028,0.873,0.099,0.9964
28,clean_article34,0.077,0.814,0.11,0.7579
29,clean_article35,0.014,0.882,0.103,0.9924
30,clean_article36,0.003,0.93,0.067,0.9818
31,clean_article37,0.0,0.889,0.111,0.9747
32,clean_article38,0.004,0.858,0.138,0.999
33,clean_article39,0.076,0.858,0.066,-0.2462
34,clean_article4,0.047,0.891,0.061,0.8764
35,clean_article40,0.034,0.911,0.055,0.7935
36,clean_article41,0.044,0.791,0.165,0.9804
37,clean_article42,0.23,0.704,0.066,-0.9982
38,clean_article43,0.09,0.822,0.088,-0.5677
39,clean_article44,0.015,0.882,0.103,0.9833
40,clean_article45,0.013,0.849,0.139,0.9963
41,clean_article46,0.034,0.886,0.08,0.872
42,clean_article47,0.0,0.955,0.045,0.8898
43,clean_article48,0.017,0.868,0.115,0.9852
44,clean_article49,0.062,0.855,0.083,0.8665
45,clean_article5,0.025,0.975,0.0,-0.2732
46,clean_article50,0.098,0.857,0.045,-0.8702
47,clean_article51,0.119,0.801,0.08,-0.9668
48,clean_article52,0.008,0.929,0.063,0.9136
49,clean_article53,0.022,0.866,0.112,0.9818
50,clean_article54,0.01,0.86,0.13,0.9956
51,clean_article55,0.039,0.879,0.082,0.7646
52,clean_article56,0.053,0.835,0.112,0.9865
53,clean_article57,0.014,0.923,0.062,0.9732
54,clean_article58,0.114,0.749,0.136,0.9088
55,clean_article59,0.0,0.836,0.164,0.9985
56,clean_article6,0.108,0.793,0.099,-0.4215
57,clean_article60,0.019,0.888,0.093,0.9136
58,clean_article61,0.066,0.865,0.069,0.4176
59,clean_article62,0.004,0.835,0.161,0.9932
60,clean_article63,0.056,0.883,0.061,0.2748
61,clean_article64,0.0,0.898,0.102,0.9195
62,clean_article65,0.073,0.792,0.135,0.9886
63,clean_article66,0.026,0.811,0.163,0.999
64,clean_article67,0.009,0.936,0.055,0.9757
65,clean_article68,0.057,0.81,0.134,0.9955
66,clean_article69,0.061,0.826,0.113,0.9965
67,clean_article7,0.05,0.848,0.103,0.9738
68,clean_article70,0.05,0.798,0.151,0.9683
69,clean_article71,0.017,0.9,0.083,0.995
70,clean_article72,0.119,0.79,0.091,-0.9657
71,clean_article73,0.087,0.859,0.054,-0.5106
72,clean_article74,0.018,0.909,0.073,0.8999
73,clean_article75,0.017,0.808,0.175,0.9913
74,clean_article76,0.0,0.641,0.359,0.8122
75,clean_article77,0.0,0.881,0.119,0.9889
76,clean_article78,0.03,0.905,0.065,0.9354
77,clean_article79,0.016,0.9,0.085,0.978
78,clean_article8,0.02,0.865,0.115,0.9948
79,clean_article80,0.022,0.859,0.119,0.998
80,clean_article81,0.103,0.764,0.133,0.296
81,clean_article82,0.062,0.842,0.096,0.9341
82,clean_article83,0.028,0.857,0.115,0.9917
83,clean_article84,0.038,0.892,0.071,0.9678
84,clean_article85,0.081,0.879,0.04,-0.9751
85,clean_article86,0.009,0.858,0.133,0.9959
86,clean_article87,0.046,0.897,0.057,0.7941
87,clean_article88,0.07,0.78,0.149,0.9568
88,clean_article89,0.028,0.921,0.051,0.9125
89,clean_article9,0.045,0.892,0.063,0.7935
90,clean_article90,0.038,0.872,0.09,0.9904
