,name,neg,neu,pos,compound
0,clean_article0,0.0,0.816,0.184,0.717
1,clean_article1,0.07,0.854,0.076,-0.0692
2,clean_article10,0.134,0.781,0.085,-0.9707
3,clean_article11,0.117,0.787,0.096,-0.9035
4,clean_article2,0.02,0.887,0.093,0.9975
5,clean_article3,0.051,0.854,0.095,0.9832
6,clean_article4,0.0,0.904,0.096,0.9951
7,clean_article5,0.0,0.811,0.189,0.9993
8,clean_article6,0.039,0.872,0.089,0.9954
9,clean_article7,0.014,0.867,0.119,0.9949
10,clean_article8,0.003,0.879,0.118,0.9974
11,clean_article9,0.023,0.882,0.095,0.9783
