,name,neg,neu,pos,compound
0,clean_article0,0.049,0.849,0.102,0.9991
1,clean_article1,0.034,0.807,0.159,0.9973
2,clean_article10,0.0,0.771,0.229,0.7906
3,clean_article11,0.029,0.866,0.106,0.9981
4,clean_article12,0.043,0.788,0.169,0.9997
5,clean_article13,0.081,0.764,0.155,0.993
6,clean_article14,0.087,0.775,0.137,0.9919
7,clean_article15,0.006,0.931,0.063,0.9022
8,clean_article16,0.106,0.839,0.055,-0.9517
9,clean_article17,0.062,0.869,0.069,0.374
10,clean_article18,0.032,0.88,0.087,0.9986
11,clean_article19,0.024,0.902,0.074,0.9714
12,clean_article2,0.053,0.838,0.109,0.9923
13,clean_article20,0.098,0.748,0.154,0.9937
14,clean_article21,0.06,0.786,0.154,0.9989
15,clean_article22,0.025,0.889,0.085,0.9852
16,clean_article23,0.027,0.907,0.066,0.7574
17,clean_article24,0.025,0.884,0.091,0.9895
18,clean_article25,0.025,0.855,0.12,0.9899
19,clean_article26,0.025,0.84,0.135,0.9951
20,clean_article27,0.0,0.917,0.083,0.975
21,clean_article28,0.036,0.895,0.069,0.8553
22,clean_article29,0.013,0.869,0.118,0.9477
23,clean_article3,0.049,0.867,0.084,0.925
24,clean_article30,0.089,0.857,0.054,-0.9747
25,clean_article31,0.025,0.93,0.045,0.2904
26,clean_article32,0.011,0.861,0.128,0.9944
27,clean_article33,0.082,0.842,0.076,-0.742
28,clean_article34,0.0,1.0,0.0,0.0
29,clean_article35,0.0,0.902,0.098,0.3612
30,clean_article36,0.029,0.886,0.086,0.988
31,clean_article37,0.031,0.823,0.146,0.9946
32,clean_article38,0.129,0.786,0.085,-0.9955
33,clean_article39,0.0,0.912,0.088,0.5413
34,clean_article4,0.0,0.641,0.359,0.8122
35,clean_article40,0.039,0.899,0.062,0.8355
36,clean_article41,0.021,0.889,0.089,0.9976
37,clean_article42,0.019,0.914,0.067,0.959
38,clean_article43,0.064,0.809,0.127,0.9986
39,clean_article44,0.022,0.908,0.07,0.8622
40,clean_article45,0.113,0.823,0.064,-0.9609
41,clean_article46,0.022,0.874,0.104,0.9867
42,clean_article47,0.051,0.881,0.067,0.4404
43,clean_article48,0.028,0.854,0.117,0.9953
44,clean_article49,0.0,0.961,0.039,0.128
45,clean_article5,0.07,0.843,0.087,0.9115
46,clean_article50,0.005,0.939,0.056,0.9524
47,clean_article51,0.031,0.834,0.134,0.9894
48,clean_article52,0.012,0.853,0.136,0.9995
49,clean_article53,0.103,0.764,0.133,0.296
50,clean_article54,0.029,0.856,0.115,0.9981
51,clean_article55,0.015,0.882,0.103,0.9938
52,clean_article56,0.093,0.818,0.089,-0.4654
53,clean_article57,0.028,0.848,0.124,0.9959
54,clean_article58,0.053,0.852,0.096,0.8945
55,clean_article59,0.014,0.818,0.168,0.9887
56,clean_article6,0.0,1.0,0.0,0.0
57,clean_article60,0.0,0.936,0.064,0.624
58,clean_article61,0.025,0.927,0.048,0.7615
59,clean_article7,0.023,0.886,0.091,0.9949
60,clean_article8,0.02,0.814,0.166,0.9996
61,clean_article9,0.079,0.855,0.067,-0.8956
